X,Y,Z
# Scan parameters: Height: 20cm, Layer height: 0.50cm
# Data points below:
6.867,0.000,0.000
7.234,0.028,0.000
7.742,0.061,0.000
7.863,0.093,0.000
7.843,0.123,0.000
7.895,0.155,0.000
8.001,0.189,0.000
8.106,0.223,0.000
7.906,0.248,0.000
7.885,0.279,0.000
7.894,0.310,0.000
8.144,0.352,0.000
7.895,0.372,0.000
7.854,0.401,0.000
7.911,0.435,0.000
8.156,0.481,0.000
7.936,0.499,0.000
7.944,0.531,0.000
7.977,0.565,0.000
8.192,0.612,0.000
8.130,0.640,0.000
7.944,0.657,0.000
7.961,0.689,0.000
7.964,0.721,0.000
7.964,0.753,0.000
7.980,0.786,0.000
8.210,0.841,0.000
7.993,0.851,0.000
8.078,0.892,0.000
7.998,0.915,0.000
8.216,0.972,0.000
8.019,0.981,0.000
8.220,1.038,0.000
7.986,1.041,0.000
8.040,1.080,0.000
8.084,1.118,0.000
8.274,1.178,0.000
8.015,1.173,0.000
8.100,1.218,0.000
8.074,1.246,0.000
8.274,1.310,0.000
8.254,1.341,0.000
8.053,1.340,0.000
8.086,1.379,0.000
8.078,1.410,0.000
8.282,1.479,0.000
8.046,1.469,0.000
8.116,1.515,0.000
8.081,1.542,0.000
8.271,1.612,0.000
8.092,1.610,0.000
8.131,1.651,0.000
8.116,1.681,0.000
8.112,1.713,0.000
8.186,1.762,0.000
8.322,1.826,0.000
8.128,1.817,0.000
8.118,1.848,0.000
8.313,1.927,0.000
8.334,1.966,0.000
8.134,1.953,0.000
8.135,1.987,0.000
8.170,2.030,0.000
8.141,2.056,0.000
8.143,2.091,0.000
8.295,2.165,0.000
8.162,2.164,0.000
8.150,2.195,0.000
8.187,2.240,0.000
8.353,2.320,0.000
8.187,2.309,0.000
8.191,2.345,0.000
8.189,2.379,0.000
8.364,2.466,0.000
8.163,2.441,0.000
8.176,2.480,0.000
8.181,2.517,0.000
8.179,2.551,0.000
8.194,2.591,0.000
8.194,2.627,0.000
8.373,2.721,0.000
8.202,2.701,0.000
8.349,2.785,0.000
8.282,2.799,0.000
8.202,2.808,0.000
8.219,2.850,0.000
8.215,2.885,0.000
8.383,2.981,0.000
8.218,2.959,0.000
8.207,2.991,0.000
8.376,3.090,0.000
8.236,3.075,0.000
8.213,3.103,0.000
8.223,3.144,0.000
8.218,3.179,0.000
8.196,3.208,0.000
8.219,3.254,0.000
8.358,3.347,0.000
8.222,3.330,0.000
8.236,3.373,0.000
8.229,3.408,0.000
8.256,3.458,0.000
8.270,3.502,0.000
8.250,3.532,0.000
8.389,3.630,0.000
8.245,3.606,0.000
8.253,3.649,0.000
8.229,3.677,0.000
8.372,3.780,0.000
8.388,3.827,0.000
8.256,3.806,0.000
8.239,3.837,0.000
8.245,3.880,0.000
8.218,3.907,0.000
8.369,4.019,0.000
8.353,4.051,0.000
8.218,4.026,0.000
8.235,4.075,0.000
8.245,4.120,0.000
8.239,4.157,0.000
8.361,4.260,0.000
8.224,4.231,0.000
8.229,4.275,0.000
8.343,4.376,0.000
8.230,4.357,0.000
8.358,4.467,0.000
8.218,4.434,0.000
8.222,4.478,0.000
8.202,4.509,0.000
8.193,4.546,0.000
8.316,4.657,0.000
8.176,4.621,0.000
8.156,4.652,0.000
8.141,4.686,0.000
8.128,4.721,0.000
8.096,4.745,0.000
8.173,4.834,0.000
8.177,4.879,0.000
8.044,4.843,0.000
8.022,4.873,0.000
8.008,4.907,0.000
8.104,5.010,0.000
7.969,4.970,0.000
8.069,5.076,0.000
8.032,5.097,0.000
7.902,5.058,0.000
7.890,5.094,0.000
7.893,5.140,0.000
7.975,5.239,0.000
7.828,5.186,0.000
7.819,5.224,0.000
7.881,5.311,0.000
7.747,5.265,0.000
7.726,5.295,0.000
7.700,5.322,0.000
7.793,5.432,0.000
7.637,5.367,0.000
7.622,5.402,0.000
7.583,5.419,0.000
7.626,5.495,0.000
7.529,5.470,0.000
7.517,5.507,0.000
7.459,5.510,0.000
7.436,5.538,0.000
7.417,5.569,0.000
7.490,5.670,0.000
7.352,5.611,0.000
7.324,5.635,0.000
7.282,5.648,0.000
7.269,5.684,0.000
7.354,5.797,0.000
7.218,5.736,0.000
7.285,5.836,0.000
7.146,5.771,0.000
7.226,5.883,0.000
7.214,5.920,0.000
7.065,5.844,0.000
7.043,5.873,0.000
7.009,5.891,0.000
7.081,6.000,0.000
7.084,6.050,0.000
6.923,5.960,0.000
6.896,5.984,0.000
6.866,6.005,0.000
6.941,6.119,0.000
6.812,6.053,0.000
6.777,6.070,0.000
6.756,6.099,0.000
6.730,6.124,0.000
6.813,6.249,0.000
6.817,6.302,0.000
6.653,6.199,0.000
6.731,6.321,0.000
6.694,6.336,0.000
6.559,6.257,0.000
6.529,6.278,0.000
6.501,6.300,0.000
6.573,6.420,0.000
6.540,6.438,0.000
6.409,6.359,0.000
6.391,6.391,0.000
6.338,6.388,0.000
6.310,6.410,0.000
6.293,6.443,0.000
6.266,6.466,0.000
6.221,6.471,0.000
6.188,6.487,0.000
6.172,6.521,0.000
6.246,6.651,0.000
6.114,6.563,0.000
6.087,6.585,0.000
6.152,6.708,0.000
6.120,6.725,0.000
6.098,6.754,0.000
5.969,6.664,0.000
6.034,6.791,0.000
5.912,6.706,0.000
5.853,6.692,0.000
5.833,6.722,0.000
5.808,6.746,0.000
5.783,6.771,0.000
5.765,6.804,0.000
5.728,6.814,0.000
5.807,6.963,0.000
5.662,6.845,0.000
5.646,6.880,0.000
5.706,7.009,0.000
5.572,6.900,0.000
5.625,7.021,0.000
5.519,6.945,0.000
5.485,6.957,0.000
5.548,7.094,0.000
5.507,7.100,0.000
5.391,7.006,0.000
5.457,7.150,0.000
5.433,7.177,0.000
5.308,7.069,0.000
5.374,7.216,0.000
5.246,7.103,0.000
5.203,7.102,0.000
5.193,7.148,0.000
5.142,7.137,0.000
5.218,7.301,0.000
5.190,7.324,0.000
5.059,7.199,0.000
5.131,7.362,0.000
5.100,7.379,0.000
4.974,7.258,0.000
5.033,7.405,0.000
4.916,7.295,0.000
4.888,7.316,0.000
4.843,7.311,0.000
4.813,7.328,0.000
4.784,7.346,0.000
4.756,7.365,0.000
4.727,7.384,0.000
4.696,7.400,0.000
4.674,7.429,0.000
4.642,7.443,0.000
4.614,7.463,0.000
4.582,7.477,0.000
4.551,7.493,0.000
4.610,7.657,0.000
4.492,7.529,0.000
4.587,7.756,0.000
4.437,7.570,0.000
4.492,7.734,0.000
4.370,7.592,0.000
4.426,7.759,0.000
4.395,7.776,0.000
4.283,7.647,0.000
4.315,7.776,0.000
4.229,7.693,0.000
4.213,7.736,0.000
4.163,7.716,0.000
4.141,7.747,0.000
4.108,7.759,0.000
4.089,7.797,0.000
