X,Y,Z
# Scan parameters: Height: 20cm, Layer height: 0.50cm
# Data points below:
6.388,0.000,0.000
6.283,0.025,0.000
6.257,0.049,0.000
6.148,0.072,0.000
6.184,0.097,0.000
6.084,0.119,0.000
6.183,0.146,0.000
6.062,0.167,0.000
6.056,0.190,0.000
6.289,0.222,0.000
6.049,0.238,0.000
6.042,0.261,0.000
6.057,0.286,0.000
6.045,0.309,0.000
6.055,0.333,0.000
6.021,0.355,0.000
6.004,0.378,0.000
6.040,0.404,0.000
6.038,0.428,0.000
6.042,0.452,0.000
6.045,0.476,0.000
6.149,0.508,0.000
6.041,0.523,0.000
5.991,0.543,0.000
5.962,0.564,0.000
5.965,0.588,0.000
5.963,0.611,0.000
5.939,0.632,0.000
5.931,0.655,0.000
5.950,0.681,0.000
6.069,0.718,0.000
5.944,0.727,0.000
6.233,0.787,0.000
6.061,0.790,0.000
6.052,0.813,0.000
6.049,0.837,0.000
5.907,0.841,0.000
6.053,0.886,0.000
5.922,0.890,0.000
6.072,0.937,0.000
5.909,0.936,0.000
5.927,0.963,0.000
5.907,0.983,0.000
5.855,0.998,0.000
5.899,1.030,0.000
5.890,1.052,0.000
5.912,1.080,0.000
5.892,1.100,0.000
5.872,1.120,0.000
5.867,1.143,0.000
5.994,1.192,0.000
5.847,1.187,0.000
5.980,1.238,0.000
5.859,1.237,0.000
6.042,1.301,0.000
5.965,1.309,0.000
5.807,1.298,0.000
5.990,1.364,0.000
5.823,1.350,0.000
5.943,1.402,0.000
5.928,1.423,0.000
5.802,1.417,0.000
5.780,1.436,0.000
5.801,1.465,0.000
5.800,1.489,0.000
5.789,1.511,0.000
5.788,1.535,0.000
5.730,1.543,0.000
5.776,1.580,0.000
5.744,1.596,0.000
5.753,1.623,0.000
5.871,1.681,0.000
5.740,1.668,0.000
5.862,1.728,0.000
5.779,1.728,0.000
5.859,1.777,0.000
5.826,1.792,0.000
5.691,1.775,0.000
5.689,1.799,0.000
5.697,1.827,0.000
5.680,1.845,0.000
5.815,1.915,0.000
5.665,1.890,0.000
5.795,1.959,0.000
5.666,1.940,0.000
5.765,1.999,0.000
5.645,1.982,0.000
5.627,2.001,0.000
5.755,2.072,0.000
5.632,2.053,0.000
5.618,2.073,0.000
5.736,2.142,0.000
5.597,2.115,0.000
5.714,2.185,0.000
5.575,2.157,0.000
5.696,2.230,0.000
5.678,2.248,0.000
5.554,2.224,0.000
5.660,2.292,0.000
5.537,2.268,0.000
5.642,2.337,0.000
5.503,2.305,0.000
5.509,2.333,0.000
5.500,2.355,0.000
5.619,2.432,0.000
5.521,2.415,0.000
5.487,2.426,0.000
5.575,2.491,0.000
5.458,2.464,0.000
5.478,2.499,0.000
5.433,2.505,0.000
5.536,2.578,0.000
5.419,2.550,0.000
5.404,2.569,0.000
5.398,2.592,0.000
5.383,2.611,0.000
5.373,2.632,0.000
5.363,2.653,0.000
5.357,2.677,0.000
5.375,2.712,0.000
5.413,2.758,0.000
5.315,2.735,0.000
5.424,2.817,0.000
5.299,2.779,0.000
5.406,2.862,0.000
5.386,2.879,0.000
5.355,2.890,0.000
5.339,2.908,0.000
5.238,2.880,0.000
5.344,2.965,0.000
5.215,2.921,0.000
5.204,2.941,0.000
5.183,2.956,0.000
5.260,3.028,0.000
5.239,3.043,0.000
5.350,3.135,0.000
5.215,3.084,0.000
5.325,3.177,0.000
5.191,3.125,0.000
5.178,3.145,0.000
5.166,3.166,0.000
5.144,3.180,0.000
5.248,3.273,0.000
5.128,3.226,0.000
5.262,3.339,0.000
5.103,3.266,0.000
5.085,3.284,0.000
5.068,3.301,0.000
5.059,3.323,0.000
5.042,3.340,0.000
5.138,3.433,0.000
5.015,3.380,0.000
5.116,3.477,0.000
4.984,3.416,0.000
4.984,3.445,0.000
4.979,3.470,0.000
4.966,3.490,0.000
4.999,3.543,0.000
4.973,3.554,0.000
4.959,3.573,0.000
4.962,3.605,0.000
5.044,3.695,0.000
4.933,3.644,0.000
4.919,3.663,0.000
5.000,3.754,0.000
4.890,3.702,0.000
4.970,3.793,0.000
4.857,3.737,0.000
4.940,3.832,0.000
4.844,3.788,0.000
4.825,3.803,0.000
4.797,3.812,0.000
4.778,3.828,0.000
4.852,3.919,0.000
4.756,3.872,0.000
4.892,4.015,0.000
4.782,3.956,0.000
4.837,4.033,0.000
4.747,3.990,0.000
4.751,4.025,0.000
4.727,4.037,0.000
4.703,4.049,0.000
4.691,4.071,0.000
4.671,4.086,0.000
4.659,4.107,0.000
4.639,4.122,0.000
4.714,4.222,0.000
4.610,4.162,0.000
4.688,4.266,0.000
4.585,4.205,0.000
4.625,4.275,0.000
4.582,4.269,0.000
4.660,4.376,0.000
4.541,4.298,0.000
4.561,4.351,0.000
4.525,4.351,0.000
4.508,4.369,0.000
4.563,4.456,0.000
4.474,4.404,0.000
4.456,4.421,0.000
4.425,4.425,0.000
4.418,4.453,0.000
4.400,4.470,0.000
4.477,4.584,0.000
4.365,4.504,0.000
4.417,4.594,0.000
4.423,4.636,0.000
4.391,4.639,0.000
4.342,4.624,0.000
4.310,4.626,0.000
4.302,4.654,0.000
4.277,4.664,0.000
4.272,4.695,0.000
4.224,4.678,0.000
4.232,4.725,0.000
4.210,4.738,0.000
4.273,4.847,0.000
4.173,4.771,0.000
4.161,4.795,0.000
4.138,4.807,0.000
4.123,4.827,0.000
4.101,4.840,0.000
4.154,4.942,0.000
4.135,4.959,0.000
4.040,4.884,0.000
4.111,5.010,0.000
4.005,4.919,0.000
4.066,5.034,0.000
4.009,5.005,0.000
3.990,5.020,0.000
3.973,5.040,0.000
4.025,5.147,0.000
3.930,5.067,0.000
3.910,5.082,0.000
3.893,5.101,0.000
3.940,5.206,0.000
3.847,5.124,0.000
3.899,5.236,0.000
3.819,5.170,0.000
3.790,5.173,0.000
3.784,5.208,0.000
3.752,5.207,0.000
3.740,5.233,0.000
3.702,5.224,0.000
3.718,5.290,0.000
3.714,5.329,0.000
3.742,5.414,0.000
3.664,5.346,0.000
3.651,5.372,0.000
3.622,5.374,0.000
3.603,5.393,0.000
3.579,5.403,0.000
3.561,5.421,0.000
3.537,5.431,0.000
3.518,5.448,0.000
3.558,5.558,0.000
3.475,5.476,0.000
3.459,5.498,0.000
3.460,5.548,0.000
3.502,5.665,0.000
3.421,5.583,0.000
3.462,5.700,0.000
3.377,5.610,0.000
3.362,5.635,0.000
3.328,5.628,0.000
3.391,5.786,0.000
3.341,5.751,0.000
3.264,5.671,0.000
3.291,5.769,0.000
3.224,5.704,0.000
3.234,5.775,0.000
3.204,5.775,0.000
3.246,5.904,0.000
3.163,5.808,0.000
3.138,5.816,0.000
3.111,5.820,0.000
3.146,5.943,0.000
3.117,5.943,0.000
