X,Y,Z
# Scan parameters: Height: 20cm, Layer height: 0.50cm
# Data points below:
6.164,0.000,0.000
6.149,0.024,0.000
6.288,0.049,0.000
6.211,0.073,0.000
6.367,0.100,0.000
6.184,0.121,0.000
6.220,0.147,0.000
6.326,0.174,0.000
6.208,0.195,0.000
6.339,0.224,0.000
6.222,0.244,0.000
6.327,0.273,0.000
6.220,0.293,0.000
6.203,0.317,0.000
6.207,0.342,0.000
6.211,0.366,0.000
6.326,0.398,0.000
6.208,0.415,0.000
6.322,0.448,0.000
6.290,0.470,0.000
6.258,0.493,0.000
6.266,0.518,0.000
6.249,0.541,0.000
6.377,0.578,0.000
6.250,0.591,0.000
6.252,0.616,0.000
6.245,0.640,0.000
6.372,0.678,0.000
6.250,0.690,0.000
6.242,0.714,0.000
6.363,0.753,0.000
6.231,0.762,0.000
6.238,0.788,0.000
6.205,0.809,0.000
6.222,0.836,0.000
6.218,0.860,0.000
6.215,0.885,0.000
6.369,0.932,0.000
6.287,0.945,0.000
6.386,0.986,0.000
6.280,0.995,0.000
6.271,1.018,0.000
6.383,1.062,0.000
6.263,1.068,0.000
6.332,1.105,0.000
6.230,1.112,0.000
6.250,1.141,0.000
6.240,1.165,0.000
6.236,1.190,0.000
6.356,1.238,0.000
6.408,1.275,0.000
6.207,1.260,0.000
6.298,1.304,0.000
6.269,1.324,0.000
6.274,1.351,0.000
6.382,1.400,0.000
6.258,1.399,0.000
6.394,1.456,0.000
6.256,1.450,0.000
6.246,1.474,0.000
6.226,1.495,0.000
6.352,1.551,0.000
6.228,1.547,0.000
6.362,1.607,0.000
6.221,1.597,0.000
6.228,1.625,0.000
6.288,1.667,0.000
6.309,1.699,0.000
6.265,1.714,0.000
6.244,1.735,0.000
6.338,1.788,0.000
6.249,1.789,0.000
6.237,1.812,0.000
6.230,1.837,0.000
6.218,1.860,0.000
6.197,1.880,0.000
6.203,1.908,0.000
6.196,1.933,0.000
6.188,1.957,0.000
6.176,1.980,0.000
6.299,2.047,0.000
6.237,2.054,0.000
6.220,2.075,0.000
6.217,2.101,0.000
6.310,2.160,0.000
6.262,2.171,0.000
6.301,2.213,0.000
6.280,2.233,0.000
6.170,2.221,0.000
6.165,2.247,0.000
6.152,2.270,0.000
6.248,2.333,0.000
6.230,2.354,0.000
6.129,2.344,0.000
6.284,2.431,0.000
6.106,2.390,0.000
6.088,2.410,0.000
6.083,2.436,0.000
6.078,2.462,0.000
6.068,2.486,0.000
6.162,2.552,0.000
6.105,2.557,0.000
6.090,2.579,0.000
6.093,2.608,0.000
6.180,2.674,0.000
6.064,2.652,0.000
6.163,2.724,0.000
6.043,2.700,0.000
6.032,2.724,0.000
6.000,2.738,0.000
6.098,2.811,0.000
6.004,2.796,0.000
6.093,2.867,0.000
6.077,2.889,0.000
5.970,2.867,0.000
6.050,2.935,0.000
5.960,2.920,0.000
5.986,2.962,0.000
5.991,2.993,0.000
6.068,3.062,0.000
5.959,3.036,0.000
6.043,3.109,0.000
6.035,3.135,0.000
5.923,3.106,0.000
5.910,3.129,0.000
5.890,3.148,0.000
5.882,3.174,0.000
5.925,3.227,0.000
5.960,3.276,0.000
5.892,3.269,0.000
5.972,3.345,0.000
5.963,3.370,0.000
5.857,3.341,0.000
5.932,3.415,0.000
5.826,3.384,0.000
5.917,3.468,0.000
5.796,3.428,0.000
5.805,3.464,0.000
5.830,3.510,0.000
5.820,3.535,0.000
5.896,3.613,0.000
5.800,3.585,0.000
5.867,3.659,0.000
5.775,3.633,0.000
5.750,3.649,0.000
5.791,3.707,0.000
5.776,3.730,0.000
5.754,3.748,0.000
5.736,3.768,0.000
5.815,3.852,0.000
5.796,3.873,0.000
5.702,3.842,0.000
5.680,3.860,0.000
5.711,3.914,0.000
5.678,3.924,0.000
5.669,3.951,0.000
5.664,3.981,0.000
5.742,4.070,0.000
5.740,4.102,0.000
5.690,4.100,0.000
5.791,4.207,0.000
5.644,4.134,0.000
5.624,4.154,0.000
5.724,4.263,0.000
5.588,4.195,0.000
5.704,4.317,0.000
5.608,4.280,0.000
5.657,4.352,0.000
5.574,4.324,0.000
5.632,4.404,0.000
5.540,4.368,0.000
5.520,4.387,0.000
5.528,4.429,0.000
5.527,4.464,0.000
5.588,4.549,0.000
5.495,4.510,0.000
5.555,4.596,0.000
5.497,4.584,0.000
5.485,4.611,0.000
5.470,4.635,0.000
5.449,4.654,0.000
5.424,4.670,0.000
5.409,4.694,0.000
5.406,4.728,0.000
5.485,4.836,0.000
5.392,4.792,0.000
5.373,4.813,0.000
5.404,4.879,0.000
5.374,4.890,0.000
5.431,4.981,0.000
5.344,4.940,0.000
5.398,5.029,0.000
5.339,5.013,0.000
5.322,5.037,0.000
5.302,5.058,0.000
5.282,5.079,0.000
5.301,5.137,0.000
5.272,5.150,0.000
5.322,5.239,0.000
5.312,5.270,0.000
5.225,5.225,0.000
5.241,5.283,0.000
5.213,5.295,0.000
5.192,5.316,0.000
5.276,5.444,0.000
5.191,5.399,0.000
5.157,5.406,0.000
5.154,5.445,0.000
5.120,5.452,0.000
5.103,5.477,0.000
5.139,5.559,0.000
5.119,5.582,0.000
5.100,5.605,0.000
5.012,5.551,0.000
4.997,5.579,0.000
4.968,5.591,0.000
5.016,5.689,0.000
4.962,5.674,0.000
4.907,5.654,0.000
4.882,5.671,0.000
4.857,5.687,0.000
4.894,5.776,0.000
4.786,5.694,0.000
4.759,5.707,0.000
4.736,5.725,0.000
4.714,5.744,0.000
4.684,5.754,0.000
4.729,5.856,0.000
4.646,5.799,0.000
4.621,5.814,0.000
4.632,5.876,0.000
4.545,5.812,0.000
4.545,5.859,0.000
4.590,5.965,0.000
4.478,5.868,0.000
4.532,5.987,0.000
4.479,5.966,0.000
4.436,5.956,0.000
4.470,6.051,0.000
4.446,6.069,0.000
4.365,6.008,0.000
4.344,6.028,0.000
4.318,6.042,0.000
4.333,6.114,0.000
4.277,6.085,0.000
4.223,6.059,0.000
4.248,6.146,0.000
4.173,6.089,0.000
4.202,6.183,0.000
4.125,6.121,0.000
4.143,6.200,0.000
4.075,6.150,0.000
4.104,6.248,0.000
4.022,6.176,0.000
3.991,6.182,0.000
3.961,6.188,0.000
3.955,6.232,0.000
3.900,6.199,0.000
3.880,6.221,0.000
3.861,6.246,0.000
3.880,6.332,0.000
3.806,6.266,0.000
3.777,6.274,0.000
3.739,6.266,0.000
3.805,6.434,0.000
3.703,6.318,0.000
3.649,6.282,0.000
3.622,6.293,0.000
3.604,6.318,0.000
3.596,6.362,0.000
3.558,6.353,0.000
3.529,6.360,0.000
3.504,6.373,0.000
3.520,6.462,0.000
3.452,6.397,0.000
3.429,6.414,0.000
3.392,6.407,0.000
3.427,6.533,0.000
