X,Y,Z
# Scan parameters: Height: 20cm, Layer height: 0.50cm
# Data points below:
6.975,0.000,0.000
7.092,0.028,0.000
7.327,0.058,0.000
7.373,0.087,0.000
7.272,0.114,0.000
7.224,0.142,0.000
7.216,0.170,0.000
7.235,0.199,0.000
7.158,0.225,0.000
7.161,0.253,0.000
7.236,0.284,0.000
7.203,0.311,0.000
7.222,0.341,0.000
7.144,0.365,0.000
7.061,0.389,0.000
6.984,0.412,0.000
6.986,0.440,0.000
6.908,0.462,0.000
6.919,0.490,0.000
6.843,0.512,0.000
6.837,0.538,0.000
6.795,0.562,0.000
6.798,0.589,0.000
6.782,0.614,0.000
6.762,0.639,0.000
6.737,0.664,0.000
6.748,0.691,0.000
6.811,0.725,0.000
6.777,0.748,0.000
6.779,0.775,0.000
6.758,0.800,0.000
6.638,0.812,0.000
6.769,0.855,0.000
6.595,0.859,0.000
6.601,0.887,0.000
6.719,0.929,0.000
6.648,0.946,0.000
6.680,0.978,0.000
6.730,1.012,0.000
6.726,1.038,0.000
6.721,1.065,0.000
6.551,1.064,0.000
6.533,1.087,0.000
6.529,1.113,0.000
6.638,1.158,0.000
6.547,1.169,0.000
6.633,1.211,0.000
6.511,1.215,0.000
6.510,1.242,0.000
6.622,1.290,0.000
6.505,1.294,0.000
6.472,1.314,0.000
6.490,1.344,0.000
6.476,1.368,0.000
6.470,1.393,0.000
6.410,1.406,0.000
6.413,1.434,0.000
6.394,1.456,0.000
6.393,1.482,0.000
6.364,1.501,0.000
6.381,1.532,0.000
6.365,1.555,0.000
6.368,1.582,0.000
6.358,1.606,0.000
6.351,1.631,0.000
6.449,1.683,0.000
6.343,1.682,0.000
6.400,1.724,0.000
6.446,1.764,0.000
6.309,1.753,0.000
6.415,1.809,0.000
6.249,1.789,0.000
6.242,1.813,0.000
6.244,1.841,0.000
6.204,1.856,0.000
6.202,1.881,0.000
6.312,1.942,0.000
6.201,1.934,0.000
6.197,1.960,0.000
6.208,1.990,0.000
6.182,2.009,0.000
6.174,2.033,0.000
6.134,2.046,0.000
6.089,2.058,0.000
6.099,2.088,0.000
6.068,2.104,0.000
6.073,2.133,0.000
6.051,2.152,0.000
6.052,2.179,0.000
6.039,2.201,0.000
6.139,2.265,0.000
6.030,2.252,0.000
6.121,2.313,0.000
5.999,2.294,0.000
5.999,2.321,0.000
6.093,2.385,0.000
5.971,2.364,0.000
6.083,2.436,0.000
5.893,2.387,0.000
5.888,2.412,0.000
5.874,2.433,0.000
5.978,2.504,0.000
5.864,2.483,0.000
5.998,2.567,0.000
5.826,2.521,0.000
5.825,2.548,0.000
5.820,2.573,0.000
5.810,2.596,0.000
5.799,2.618,0.000
5.887,2.686,0.000
5.774,2.662,0.000
5.879,2.738,0.000
5.864,2.759,0.000
5.738,2.728,0.000
5.851,2.810,0.000
5.730,2.779,0.000
5.736,2.810,0.000
5.690,2.815,0.000
5.661,2.829,0.000
5.729,2.891,0.000
5.665,2.887,0.000
5.685,2.925,0.000
5.593,2.906,0.000
5.679,2.978,0.000
5.672,3.003,0.000
5.550,2.966,0.000
5.648,3.047,0.000
5.513,3.003,0.000
5.628,3.094,0.000
5.603,3.109,0.000
5.490,3.075,0.000
5.544,3.133,0.000
5.462,3.115,0.000
5.553,3.197,0.000
5.459,3.171,0.000
5.541,3.247,0.000
5.421,3.206,0.000
5.404,3.225,0.000
5.387,3.243,0.000
5.374,3.264,0.000
5.361,3.285,0.000
5.357,3.312,0.000
5.318,3.317,0.000
5.266,3.313,0.000
5.249,3.331,0.000
5.291,3.387,0.000
5.209,3.364,0.000
5.243,3.415,0.000
5.196,3.413,0.000
5.182,3.433,0.000
5.173,3.456,0.000
5.264,3.548,0.000
5.154,3.503,0.000
5.132,3.517,0.000
5.105,3.528,0.000
5.100,3.554,0.000
5.086,3.574,0.000
5.089,3.606,0.000
5.066,3.620,0.000
5.043,3.634,0.000
5.136,3.731,0.000
5.010,3.670,0.000
5.004,3.696,0.000
5.079,3.783,0.000
4.959,3.723,0.000
4.960,3.755,0.000
5.050,3.854,0.000
4.955,3.813,0.000
4.895,3.797,0.000
4.848,3.791,0.000
4.829,3.807,0.000
4.814,3.826,0.000
4.879,3.909,0.000
4.880,3.941,0.000
4.764,3.879,0.000
4.899,4.021,0.000
4.790,3.962,0.000
4.718,3.935,0.000
4.805,4.039,0.000
4.683,3.968,0.000
4.687,4.003,0.000
4.773,4.109,0.000
4.660,4.044,0.000
4.729,4.136,0.000
4.701,4.145,0.000
4.670,4.150,0.000
4.580,4.102,0.000
4.548,4.106,0.000
4.552,4.142,0.000
4.539,4.163,0.000
4.515,4.174,0.000
4.589,4.276,0.000
4.572,4.294,0.000
4.492,4.252,0.000
4.453,4.248,0.000
4.436,4.265,0.000
4.486,4.347,0.000
4.487,4.383,0.000
4.367,4.299,0.000
4.342,4.308,0.000
4.351,4.351,0.000
4.331,4.365,0.000
4.317,4.386,0.000
4.307,4.410,0.000
4.235,4.370,0.000
4.218,4.387,0.000
4.244,4.449,0.000
4.198,4.435,0.000
4.195,4.467,0.000
4.177,4.483,0.000
4.199,4.542,0.000
4.138,4.512,0.000
4.128,4.536,0.000
4.179,4.629,0.000
4.140,4.623,0.000
4.084,4.596,0.000
4.114,4.667,0.000
4.069,4.652,0.000
4.020,4.632,0.000
3.998,4.644,0.000
4.080,4.777,0.000
4.081,4.817,0.000
3.946,4.695,0.000
4.017,4.817,0.000
3.966,4.794,0.000
3.930,4.789,0.000
3.832,4.707,0.000
3.863,4.783,0.000
3.867,4.827,0.000
3.786,4.764,0.000
3.757,4.766,0.000
3.781,4.835,0.000
3.775,4.867,0.000
3.749,4.873,0.000
3.805,4.986,0.000
3.711,4.902,0.000
3.685,4.909,0.000
3.746,5.031,0.000
3.727,5.045,0.000
3.637,4.964,0.000
3.614,4.974,0.000
3.595,4.989,0.000
3.575,5.003,0.000
3.561,5.025,0.000
3.548,5.048,0.000
3.519,5.049,0.000
3.490,5.050,0.000
3.476,5.072,0.000
3.450,5.077,0.000
3.439,5.103,0.000
3.410,5.104,0.000
3.393,5.121,0.000
3.370,5.130,0.000
3.353,5.148,0.000
3.402,5.270,0.000
3.379,5.279,0.000
3.295,5.192,0.000
3.343,5.314,0.000
3.257,5.222,0.000
3.236,5.234,0.000
3.213,5.243,0.000
3.189,5.251,0.000
3.163,5.254,0.000
3.151,5.280,0.000
3.133,5.297,0.000
3.104,5.296,0.000
3.086,5.312,0.000
3.067,5.329,0.000
3.180,5.574,0.000
3.028,5.357,0.000
3.002,5.360,0.000
3.099,5.586,0.000
3.085,5.611,0.000
2.981,5.473,0.000
2.954,5.475,0.000
2.935,5.491,0.000
2.911,5.498,0.000
2.890,5.510,0.000
