X,Y,Z
# Scan parameters: Height: 20cm, Layer height: 0.50cm
# Data points below:
0.042,0.000,0.000
0.481,0.002,0.000
0.807,0.006,0.000
0.899,0.011,0.000
0.513,0.008,0.000
0.513,0.010,0.000
0.524,0.012,0.000
0.556,0.015,0.000
0.838,0.026,0.000
0.817,0.029,0.000
0.545,0.021,0.000
0.513,0.022,0.000
0.524,0.025,0.000
0.502,0.026,0.000
0.816,0.045,0.000
0.566,0.033,0.000
0.523,0.033,0.000
0.534,0.036,0.000
0.815,0.058,0.000
0.815,0.061,0.000
0.533,0.042,0.000
0.522,0.043,0.000
0.659,0.057,0.000
0.659,0.060,0.000
0.638,0.060,0.000
0.659,0.065,0.000
0.710,0.073,0.000
0.658,0.070,0.000
0.658,0.073,0.000
0.657,0.075,0.000
0.657,0.078,0.000
0.657,0.080,0.000
0.677,0.086,0.000
0.656,0.086,0.000
0.677,0.091,0.000
0.666,0.092,0.000
0.666,0.095,0.000
0.665,0.097,0.000
0.665,0.100,0.000
0.664,0.103,0.000
0.654,0.104,0.000
0.674,0.109,0.000
0.947,0.158,0.000
0.946,0.161,0.000
0.926,0.162,0.000
0.631,0.113,0.000
0.651,0.119,0.000
0.943,0.176,0.000
0.913,0.174,0.000
0.962,0.187,0.000
1.000,0.199,0.000
0.628,0.127,0.000
0.648,0.134,0.000
0.647,0.137,0.000
0.657,0.141,0.000
0.708,0.155,0.000
0.666,0.149,0.000
0.604,0.138,0.000
0.675,0.157,0.000
0.675,0.159,0.000
0.654,0.157,0.000
0.653,0.159,0.000
0.663,0.165,0.000
0.652,0.165,0.000
0.802,0.206,0.000
0.761,0.199,0.000
0.750,0.199,0.000
0.669,0.180,0.000
0.659,0.180,0.000
0.638,0.177,0.000
0.982,0.277,0.000
0.971,0.278,0.000
0.785,0.228,0.000
0.853,0.251,0.000
0.783,0.234,0.000
0.802,0.243,0.000
0.801,0.246,0.000
0.790,0.246,0.000
1.057,0.334,0.000
0.788,0.253,0.000
0.807,0.262,0.000
0.786,0.259,0.000
0.746,0.249,0.000
1.153,0.390,0.000
1.031,0.353,0.000
0.763,0.264,0.000
0.781,0.274,0.000
0.789,0.281,0.000
1.034,0.372,0.000
1.033,0.376,0.000
1.022,0.377,0.000
1.021,0.381,0.000
0.765,0.289,0.000
0.792,0.303,0.000
0.772,0.299,0.000
0.761,0.298,0.000
0.750,0.297,0.000
0.768,0.308,0.000
0.758,0.307,0.000
1.017,0.417,0.000
1.025,0.424,0.000
0.754,0.316,0.000
0.781,0.331,0.000
1.011,0.433,0.000
0.769,0.333,0.000
0.749,0.328,0.000
0.748,0.331,0.000
0.737,0.329,0.000
0.736,0.332,0.000
0.762,0.348,0.000
1.025,0.473,0.000
0.741,0.345,0.000
0.749,0.352,0.000
0.729,0.347,0.000
0.765,0.367,0.000
0.980,0.475,0.000
1.014,0.497,0.000
0.976,0.483,0.000
0.722,0.361,0.000
0.857,0.432,0.000
0.855,0.436,0.000
0.727,0.374,0.000
1.088,0.565,0.000
0.724,0.380,0.000
1.092,0.578,0.000
0.748,0.400,0.000
0.719,0.388,0.000
1.077,0.587,0.000
0.832,0.457,0.000
1.072,0.595,0.000
0.837,0.469,0.000
0.844,0.477,0.000
0.842,0.480,0.000
0.840,0.484,0.000
0.856,0.497,0.000
0.793,0.465,0.000
0.843,0.499,0.000
1.070,0.638,0.000
1.075,0.647,0.000
1.081,0.657,0.000
0.835,0.512,0.000
0.842,0.521,0.000
0.823,0.513,0.000
0.846,0.532,0.000
0.810,0.514,0.000
0.817,0.523,0.000
0.815,0.526,0.000
0.813,0.529,0.000
0.802,0.527,0.000
0.825,0.547,0.000
0.823,0.550,0.000
0.796,0.536,0.000
0.794,0.539,0.000
0.783,0.537,0.000
0.839,0.580,0.000
0.787,0.549,0.000
0.810,0.569,0.000
0.767,0.543,0.000
0.781,0.558,0.000
1.003,0.723,0.000
0.976,0.709,0.000
1.005,0.736,0.000
0.986,0.729,0.000
0.984,0.732,0.000
0.776,0.582,0.000
0.955,0.723,0.000
0.755,0.576,0.000
0.761,0.585,0.000
0.750,0.582,0.000
0.764,0.597,0.000
0.955,0.753,0.000
0.968,0.769,0.000
0.965,0.773,0.000
0.754,0.609,0.000
0.736,0.600,0.000
0.742,0.609,0.000
0.747,0.618,0.000
0.722,0.602,0.000
0.735,0.618,0.000
0.936,0.793,0.000
0.722,0.617,0.000
0.712,0.613,0.000
0.710,0.616,0.000
0.923,0.807,0.000
0.720,0.635,0.000
0.725,0.644,0.000
0.722,0.647,0.000
0.727,0.657,0.000
0.929,0.845,0.000
0.803,0.736,0.000
0.999,0.924,0.000
0.702,0.654,0.000
0.801,0.752,0.000
0.777,0.735,0.000
0.716,0.683,0.000
0.792,0.762,0.000
0.963,0.934,0.000
0.987,0.964,0.000
1.017,1.001,0.000
0.952,0.945,0.000
0.969,0.969,0.000
0.781,0.787,0.000
0.771,0.783,0.000
0.782,0.800,0.000
0.737,0.761,0.000
0.776,0.807,0.000
0.939,0.985,0.000
0.922,0.974,0.000
0.944,1.006,0.000
0.749,0.804,0.000
0.726,0.785,0.000
0.743,0.810,0.000
0.726,0.798,0.000
0.737,0.816,0.000
0.720,0.804,0.000
0.923,1.038,0.000
0.900,1.021,0.000
0.737,0.842,0.000
0.904,1.042,0.000
0.736,0.855,0.000
0.714,0.836,0.000
0.711,0.839,0.000
0.701,0.834,0.000
0.884,1.060,0.000
0.867,1.048,0.000
0.716,0.873,0.000
0.853,1.048,0.000
0.813,1.007,0.000
0.693,0.866,0.000
0.853,1.073,0.000
0.854,1.084,0.000
0.701,0.897,0.000
0.851,1.098,0.000
0.676,0.879,0.000
0.685,0.897,0.000
0.663,0.876,0.000
0.678,0.903,0.000
0.790,1.061,0.000
0.746,1.010,0.000
0.650,0.887,0.000
0.721,0.992,0.000
0.660,0.916,0.000
0.656,0.918,0.000
0.715,1.008,0.000
0.711,1.011,0.000
0.707,1.014,0.000
0.703,1.017,0.000
0.710,1.036,0.000
0.700,1.030,0.000
0.685,1.017,0.000
0.687,1.028,0.000
0.819,1.236,0.000
0.825,1.255,0.000
0.675,1.036,0.000
0.670,1.038,0.000
0.677,1.057,0.000
0.673,1.060,0.000
0.663,1.054,0.000
0.644,1.032,0.000
0.785,1.270,0.000
0.790,1.288,0.000
0.799,1.315,0.000
0.638,1.059,0.000
0.633,1.061,0.000
0.634,1.072,0.000
0.625,1.066,0.000
0.750,1.291,0.000
0.617,1.071,0.000
0.612,1.074,0.000
0.603,1.068,0.000
0.613,1.095,0.000
0.609,1.098,0.000
0.595,1.083,0.000
0.591,1.085,0.000
0.582,1.079,0.000
0.721,1.349,0.000
0.698,1.319,0.000
0.574,1.095,0.000
