X,Y,Z
# Scan parameters: Height: 20cm, Layer height: 0.50cm
# Data points below:
1.313,0.000,0.000
1.370,0.005,0.000
1.303,0.010,0.000
1.749,0.021,0.000
1.793,0.028,0.000
1.502,0.029,0.000
1.511,0.036,0.000
1.501,0.041,0.000
1.510,0.047,0.000
1.519,0.054,0.000
1.510,0.059,0.000
1.510,0.065,0.000
1.774,0.084,0.000
1.509,0.077,0.000
1.509,0.083,0.000
1.518,0.090,0.000
1.763,0.111,0.000
1.798,0.120,0.000
1.947,0.138,0.000
1.753,0.131,0.000
1.506,0.119,0.000
1.552,0.128,0.000
1.506,0.130,0.000
1.759,0.159,0.000
1.523,0.144,0.000
1.740,0.171,0.000
1.704,0.175,0.000
1.503,0.160,0.000
1.756,0.194,0.000
1.501,0.172,0.000
1.501,0.178,0.000
1.509,0.185,0.000
1.490,0.188,0.000
1.508,0.196,0.000
1.516,0.204,0.000
1.497,0.207,0.000
1.496,0.213,0.000
1.775,0.260,0.000
1.513,0.227,0.000
1.755,0.271,0.000
1.520,0.241,0.000
2.004,0.325,0.000
1.491,0.248,0.000
1.508,0.257,0.000
1.758,0.307,0.000
1.497,0.267,0.000
1.729,0.316,0.000
1.485,0.277,0.000
1.484,0.283,0.000
1.511,0.294,0.000
1.733,0.345,0.000
1.740,0.353,0.000
1.721,0.356,0.000
1.755,0.371,0.000
1.477,0.318,0.000
1.494,0.328,0.000
1.484,0.332,0.000
1.464,0.333,0.000
1.481,0.343,0.000
1.471,0.347,0.000
1.460,0.351,0.000
1.477,0.361,0.000
1.697,0.422,0.000
1.669,0.422,0.000
1.491,0.383,0.000
1.507,0.393,0.000
1.434,0.380,0.000
1.504,0.405,0.000
1.449,0.396,0.000
1.429,0.397,0.000
1.445,0.408,0.000
1.462,0.418,0.000
1.460,0.424,0.000
1.494,0.440,0.000
1.693,0.506,0.000
1.673,0.508,0.000
1.663,0.512,0.000
1.469,0.458,0.000
1.432,0.453,0.000
1.403,0.450,0.000
1.437,0.467,0.000
1.435,0.473,0.000
1.659,0.553,0.000
1.449,0.490,0.000
1.560,0.534,0.000
1.770,0.614,0.000
1.478,0.519,0.000
1.554,0.553,0.000
1.543,0.556,0.000
1.420,0.517,0.000
1.683,0.621,0.000
1.647,0.615,0.000
1.414,0.534,0.000
1.642,0.628,0.000
1.392,0.539,0.000
1.399,0.547,0.000
1.388,0.549,0.000
1.640,0.657,0.000
1.646,0.667,0.000
1.643,0.673,0.000
1.379,0.571,0.000
1.394,0.584,0.000
1.400,0.593,0.000
1.389,0.595,0.000
1.404,0.608,0.000
1.402,0.613,0.000
1.382,0.611,0.000
1.388,0.620,0.000
1.503,0.679,0.000
1.500,0.685,0.000
1.481,0.683,0.000
1.487,0.692,0.000
1.308,0.616,0.000
1.246,0.592,0.000
1.184,0.568,0.000
1.138,0.552,0.000
1.179,0.578,0.000
1.363,0.674,0.000
1.368,0.684,0.000
1.390,0.702,0.000
1.136,0.579,0.000
1.099,0.565,0.000
1.036,0.538,0.000
0.982,0.515,0.000
0.971,0.514,0.000
0.969,0.518,0.000
0.959,0.517,0.000
0.983,0.535,0.000
0.876,0.482,0.000
1.123,0.623,0.000
1.078,0.604,0.000
0.844,0.477,0.000
0.807,0.461,0.000
0.832,0.479,0.000
0.839,0.487,0.000
0.863,0.506,0.000
1.056,0.624,0.000
1.061,0.633,0.000
1.075,0.647,0.000
1.073,0.652,0.000
0.827,0.507,0.000
0.816,0.505,0.000
0.823,0.513,0.000
0.812,0.511,0.000
0.810,0.514,0.000
0.800,0.512,0.000
0.815,0.526,0.000
0.804,0.524,0.000
1.017,0.668,0.000
0.792,0.524,0.000
0.831,0.555,0.000
0.796,0.536,0.000
0.794,0.539,0.000
1.028,0.704,0.000
0.798,0.551,0.000
0.787,0.549,0.000
0.769,0.540,0.000
0.816,0.578,0.000
0.797,0.570,0.000
0.795,0.573,0.000
0.776,0.564,0.000
0.807,0.591,0.000
0.780,0.576,0.000
0.778,0.579,0.000
0.759,0.570,0.000
0.789,0.597,0.000
0.795,0.607,0.000
0.863,0.664,0.000
0.876,0.680,0.000
0.866,0.677,0.000
0.879,0.693,0.000
0.868,0.690,0.000
1.077,0.863,0.000
1.262,1.019,0.000
1.055,0.859,0.000
0.925,0.760,0.000
1.164,0.963,0.000
0.964,0.804,0.000
0.931,0.783,0.000
0.921,0.780,0.000
0.947,0.809,0.000
0.937,0.806,0.000
0.926,0.804,0.000
0.952,0.833,0.000
0.934,0.824,0.000
0.960,0.853,0.000
1.133,1.014,0.000
1.238,1.117,0.000
1.027,0.935,0.000
1.031,0.945,0.000
1.218,1.126,0.000
1.016,0.947,0.000
0.999,0.938,0.000
1.124,1.064,0.000
1.012,0.965,0.000
1.136,1.092,0.000
0.991,0.960,0.000
1.167,1.140,0.000
0.990,0.975,0.000
0.993,0.985,0.000
0.982,0.982,0.000
0.965,0.973,0.000
0.968,0.983,0.000
0.951,0.973,0.000
1.141,1.178,0.000
0.969,1.008,0.000
0.952,0.998,0.000
0.968,1.023,0.000
0.931,0.992,0.000
0.960,1.030,0.000
0.930,1.006,0.000
0.933,1.017,0.000
0.948,1.041,0.000
0.925,1.024,0.000
0.908,1.014,0.000
0.916,1.031,0.000
1.109,1.258,0.000
1.080,1.235,0.000
1.075,1.239,0.000
1.076,1.250,0.000
1.006,1.177,0.000
0.916,1.081,0.000
0.900,1.071,0.000
0.938,1.125,0.000
0.855,1.034,0.000
0.881,1.074,0.000
0.859,1.055,0.000
1.013,1.255,0.000
1.116,1.393,0.000
1.020,1.284,0.000
1.094,1.387,0.000
0.838,1.072,0.000
0.920,1.187,0.000
0.836,1.086,0.000
0.837,1.097,0.000
0.884,1.168,0.000
1.055,1.406,0.000
1.103,1.481,0.000
0.903,1.223,0.000
0.893,1.219,0.000
1.054,1.451,0.000
1.131,1.570,0.000
1.027,1.437,0.000
1.022,1.441,0.000
1.011,1.438,0.000
1.005,1.442,0.000
0.870,1.258,0.000
0.849,1.239,0.000
0.849,1.250,0.000
0.967,1.435,0.000
0.845,1.264,0.000
0.981,1.480,0.000
0.965,1.469,0.000
1.042,1.599,0.000
0.820,1.269,0.000
0.815,1.273,0.000
0.810,1.276,0.000
0.800,1.271,0.000
0.930,1.491,0.000
0.929,1.503,0.000
0.794,1.296,0.000
0.903,1.487,0.000
0.779,1.295,0.000
0.779,1.306,0.000
0.764,1.293,0.000
0.759,1.296,0.000
0.759,1.307,0.000
0.754,1.310,0.000
0.862,1.511,0.000
0.744,1.316,0.000
0.743,1.327,0.000
0.733,1.321,0.000
0.741,1.349,0.000
0.723,1.327,0.000
0.722,1.338,0.000
0.712,1.333,0.000
0.703,1.327,0.000
0.715,1.363,0.000
