X,Y,Z
# Scan parameters: Height: 20cm, Layer height: 0.50cm
# Data points below:
1.168,0.000,0.000
1.255,0.005,0.000
1.380,0.011,0.000
1.389,0.016,0.000
1.612,0.025,0.000
1.631,0.032,0.000
1.631,0.038,0.000
1.630,0.045,0.000
1.379,0.043,0.000
1.369,0.048,0.000
1.369,0.054,0.000
1.397,0.060,0.000
1.638,0.077,0.000
1.397,0.071,0.000
1.368,0.075,0.000
1.396,0.082,0.000
1.386,0.087,0.000
1.554,0.104,0.000
1.376,0.097,0.000
1.385,0.104,0.000
1.635,0.129,0.000
1.635,0.135,0.000
1.384,0.120,0.000
1.615,0.146,0.000
1.392,0.132,0.000
1.401,0.138,0.000
1.373,0.141,0.000
1.400,0.149,0.000
1.594,0.176,0.000
1.380,0.158,0.000
1.380,0.163,0.000
1.369,0.168,0.000
1.536,0.194,0.000
1.778,0.232,0.000
1.635,0.220,0.000
1.385,0.192,0.000
1.357,0.193,0.000
1.346,0.197,0.000
1.374,0.207,0.000
1.345,0.208,0.000
1.372,0.217,0.000
1.343,0.218,0.000
1.645,0.274,0.000
1.388,0.237,0.000
1.616,0.282,0.000
1.405,0.251,0.000
1.622,0.296,0.000
1.347,0.251,0.000
1.346,0.257,0.000
1.364,0.266,0.000
1.362,0.271,0.000
1.343,0.273,0.000
1.342,0.278,0.000
1.331,0.281,0.000
1.377,0.296,0.000
1.611,0.353,0.000
1.671,0.374,0.000
1.572,0.358,0.000
1.344,0.312,0.000
1.352,0.319,0.000
1.424,0.342,0.000
1.368,0.334,0.000
1.348,0.335,0.000
1.310,0.331,0.000
1.327,0.341,0.000
1.335,0.348,0.000
1.370,0.363,0.000
1.341,0.361,0.000
1.340,0.367,0.000
1.357,0.377,0.000
1.328,0.375,0.000
1.444,0.413,0.000
1.460,0.424,0.000
1.441,0.425,0.000
1.439,0.430,0.000
1.648,0.500,0.000
1.689,0.519,0.000
1.451,0.453,0.000
1.423,0.450,0.000
1.439,0.461,0.000
1.472,0.478,0.000
1.453,0.478,0.000
1.442,0.481,0.000
1.449,0.490,0.000
1.430,0.489,0.000
1.419,0.492,0.000
1.417,0.498,0.000
1.665,0.592,0.000
1.431,0.515,0.000
1.429,0.521,0.000
1.708,0.630,0.000
1.416,0.529,0.000
1.414,0.534,0.000
1.608,0.615,0.000
1.401,0.542,0.000
1.399,0.547,0.000
1.440,0.570,0.000
1.420,0.569,0.000
1.409,0.571,0.000
1.407,0.576,0.000
1.396,0.578,0.000
1.385,0.580,0.000
1.392,0.589,0.000
1.398,0.598,0.000
1.768,0.765,0.000
1.627,0.712,0.000
1.558,0.689,0.000
1.388,0.620,0.000
1.369,0.618,0.000
1.366,0.623,0.000
1.389,0.640,0.000
1.344,0.626,0.000
1.384,0.651,0.000
1.596,0.758,0.000
1.312,0.630,0.000
1.590,0.771,0.000
1.357,0.665,0.000
1.371,0.678,0.000
1.352,0.675,0.000
1.341,0.677,0.000
1.566,0.798,0.000
1.579,0.812,0.000
1.324,0.688,0.000
1.338,0.702,0.000
1.352,0.716,0.000
1.357,0.725,0.000
1.322,0.713,0.000
1.319,0.718,0.000
1.316,0.724,0.000
1.537,0.853,0.000
1.479,0.828,0.000
1.538,0.869,0.000
1.635,0.932,0.000
1.285,0.740,0.000
1.299,0.754,0.000
1.304,0.764,0.000
1.277,0.755,0.000
1.298,0.774,0.000
1.295,0.779,0.000
1.292,0.785,0.000
1.514,0.928,0.000
1.285,0.795,0.000
1.282,0.800,0.000
1.279,0.805,0.000
1.268,0.805,0.000
1.265,0.810,0.000
1.277,0.825,0.000
1.243,0.809,0.000
1.161,0.763,0.000
1.367,0.906,0.000
1.147,0.767,0.000
1.136,0.766,0.000
1.349,0.917,0.000
1.239,0.849,0.000
1.135,0.784,0.000
1.014,0.707,0.000
1.011,0.711,0.000
1.001,0.709,0.000
1.176,0.841,0.000
1.211,0.873,0.000
0.969,0.704,0.000
0.997,0.730,0.000
1.002,0.740,0.000
0.882,0.657,0.000
0.887,0.666,0.000
0.876,0.663,0.000
1.067,0.814,0.000
1.093,0.841,0.000
1.090,0.846,0.000
1.117,0.873,0.000
0.863,0.681,0.000
0.751,0.597,0.000
0.780,0.625,0.000
0.739,0.597,0.000
0.775,0.631,0.000
0.750,0.615,0.000
0.685,0.567,0.000
0.737,0.615,0.000
0.946,0.795,0.000
0.936,0.793,0.000
0.760,0.649,0.000
0.743,0.639,0.000
0.919,0.797,0.000
0.730,0.638,0.000
0.720,0.635,0.000
0.717,0.637,0.000
0.715,0.640,0.000
0.720,0.650,0.000
0.740,0.673,0.000
0.700,0.642,0.000
0.705,0.651,0.000
0.702,0.654,0.000
0.714,0.671,0.000
0.719,0.680,0.000
0.723,0.690,0.000
0.692,0.665,0.000
0.696,0.675,0.000
0.891,0.870,0.000
0.691,0.680,0.000
0.681,0.676,0.000
0.679,0.679,0.000
0.857,0.864,0.000
0.867,0.881,0.000
0.870,0.891,0.000
0.675,0.696,0.000
0.658,0.685,0.000
0.662,0.694,0.000
0.660,0.697,0.000
0.759,0.808,0.000
1.036,1.112,0.000
0.733,0.793,0.000
0.736,0.803,0.000
0.746,0.820,0.000
0.723,0.801,0.000
0.733,0.819,0.000
0.730,0.822,0.000
0.753,0.854,0.000
0.976,1.116,0.000
0.823,0.948,0.000
0.794,0.922,0.000
0.778,0.910,0.000
0.941,1.110,0.000
0.954,1.135,0.000
0.792,0.949,0.000
0.782,0.945,0.000
0.784,0.955,0.000
0.780,0.959,0.000
0.777,0.962,0.000
0.839,1.047,0.000
0.975,1.227,0.000
1.132,1.436,0.000
0.844,1.079,0.000
0.857,1.105,0.000
0.859,1.116,0.000
0.837,1.097,0.000
1.006,1.329,0.000
0.990,1.319,0.000
0.824,1.107,0.000
0.814,1.102,0.000
0.799,1.090,0.000
0.817,1.124,0.000
0.812,1.127,0.000
0.797,1.115,0.000
0.798,1.126,0.000
0.943,1.342,0.000
0.943,1.353,0.000
0.784,1.135,0.000
0.912,1.330,0.000
0.917,1.349,0.000
0.766,1.136,0.000
0.772,1.155,0.000
0.901,1.360,0.000
0.895,1.363,0.000
0.885,1.359,0.000
0.895,1.386,0.000
0.754,1.178,0.000
0.739,1.165,0.000
0.730,1.160,0.000
0.720,1.155,0.000
0.716,1.157,0.000
0.852,1.391,0.000
0.716,1.179,0.000
0.707,1.174,0.000
0.702,1.177,0.000
0.693,1.171,0.000
0.774,1.320,0.000
0.698,1.201,0.000
0.684,1.188,0.000
0.674,1.182,0.000
0.655,1.160,0.000
0.725,1.294,0.000
0.805,1.450,0.000
0.808,1.469,0.000
0.660,1.212,0.000
0.660,1.223,0.000
0.650,1.217,0.000
0.646,1.219,0.000
0.645,1.230,0.000
