X,Y,Z
# Scan parameters: Height: 100cm, Layer height: 0.50cm
# Data points below:
1.902,0.000,0.000
2.078,0.008,0.000
2.685,0.021,0.000
2.667,0.031,0.000
1.902,0.030,0.000
2.155,0.042,0.000
2.097,0.049,0.000
2.077,0.057,0.000
2.683,0.084,0.000
2.700,0.095,0.000
2.115,0.083,0.000
2.096,0.091,0.000
2.076,0.098,0.000
2.646,0.135,0.000
2.302,0.127,0.000
2.113,0.125,0.000
2.074,0.130,0.000
2.131,0.142,0.000
2.015,0.143,0.000
2.589,0.194,0.000
2.186,0.172,0.000
2.071,0.171,0.000
2.070,0.179,0.000
2.108,0.191,0.000
2.258,0.213,0.000
2.049,0.202,0.000
2.087,0.214,0.000
2.067,0.220,0.000
2.085,0.230,0.000
1.949,0.223,0.000
2.083,0.247,0.000
2.082,0.255,0.000
2.043,0.258,0.000
2.061,0.269,0.000
2.643,0.355,0.000
2.590,0.358,0.000
2.057,0.293,0.000
2.056,0.301,0.000
2.074,0.312,0.000
2.035,0.314,0.000
2.652,0.420,0.000
2.089,0.339,0.000
2.648,0.441,0.000
2.049,0.349,0.000
2.047,0.357,0.000
2.065,0.369,0.000
2.006,0.366,0.000
2.043,0.381,0.000
2.637,0.503,0.000
2.059,0.401,0.000
2.057,0.409,0.000
2.037,0.413,0.000
2.646,0.548,0.000
1.861,0.393,0.000
2.032,0.437,0.000
2.622,0.575,0.000
2.009,0.449,0.000
2.026,0.461,0.000
1.911,0.443,0.000
2.041,0.482,0.000
1.964,0.472,0.000
2.038,0.498,0.000
1.846,0.458,0.000
2.052,0.518,0.000
2.032,0.522,0.000
1.802,0.470,0.000
1.858,0.493,0.000
1.856,0.500,0.000
1.911,0.523,0.000
1.965,0.546,0.000
2.000,0.564,0.000
2.017,0.577,0.000
2.578,0.749,0.000
2.575,0.759,0.000
1.822,0.545,0.000
1.970,0.598,0.000
1.968,0.605,0.000
1.965,0.613,0.000
1.981,0.627,0.000
1.905,0.611,0.000
1.995,0.648,0.000
1.825,0.601,0.000
1.971,0.658,0.000
1.839,0.622,0.000
1.948,0.667,0.000
1.872,0.649,0.000
1.943,0.682,0.000
1.940,0.690,0.000
1.992,0.717,0.000
1.843,0.672,0.000
1.858,0.686,0.000
1.800,0.672,0.000
1.723,0.651,0.000
2.409,0.921,0.000
2.355,0.911,0.000
1.771,0.693,0.000
1.896,0.751,0.000
1.784,0.714,0.000
1.781,0.721,0.000
2.320,0.950,0.000
2.333,0.966,0.000
1.952,0.818,0.000
1.770,0.749,0.000
1.839,0.787,0.000
1.782,0.771,0.000
1.761,0.770,0.000
1.901,0.840,0.000
1.880,0.840,0.000
2.318,1.047,0.000
1.712,0.781,0.000
1.763,0.813,0.000
1.742,0.811,0.000
1.739,0.818,0.000
1.736,0.825,0.000
2.293,1.101,0.000
2.272,1.102,0.000
1.708,0.837,0.000
1.722,0.852,0.000
1.876,0.938,0.000
1.716,0.866,0.000
1.695,0.863,0.000
1.691,0.870,0.000
1.827,0.949,0.000
1.702,0.893,0.000
1.820,0.963,0.000
1.850,0.989,0.000
2.175,1.173,0.000
1.688,0.919,0.000
1.719,0.945,0.000
1.680,0.932,0.000
1.659,0.929,0.000
1.809,1.023,0.000
1.669,0.952,0.000
1.631,0.939,0.000
1.662,0.965,0.000
1.793,1.051,0.000
1.637,0.968,0.000
2.168,1.294,0.000
2.117,1.275,0.000
1.626,0.987,0.000
1.655,1.014,0.000
1.635,1.011,0.000
1.631,1.017,0.000
1.627,1.023,0.000
1.623,1.030,0.000
1.568,1.004,0.000
2.136,1.379,0.000
1.610,1.049,0.000
1.606,1.055,0.000
1.602,1.061,0.000
1.744,1.165,0.000
1.594,1.074,0.000
1.655,1.124,0.000
1.585,1.086,0.000
2.077,1.436,0.000
2.057,1.434,0.000
1.556,1.094,0.000
1.535,1.088,0.000
2.156,1.540,0.000
2.034,1.466,0.000
1.555,1.130,0.000
1.566,1.147,0.000
1.562,1.153,0.000
2.195,1.635,0.000
1.844,1.384,0.000
1.579,1.196,0.000
1.559,1.190,0.000
1.507,1.160,0.000
2.009,1.559,0.000
1.989,1.556,0.000
1.494,1.177,0.000
1.520,1.208,0.000
1.531,1.226,0.000
1.510,1.220,0.000
1.490,1.213,0.000
1.966,1.613,0.000
1.465,1.212,0.000
1.430,1.193,0.000
1.471,1.237,0.000
1.466,1.242,0.000
1.461,1.248,0.000
1.456,1.254,0.000
1.451,1.260,0.000
1.914,1.674,0.000
1.442,1.271,0.000
1.422,1.263,0.000
1.431,1.282,0.000
1.441,1.301,0.000
1.407,1.280,0.000
1.848,1.695,0.000
1.854,1.714,0.000
1.392,1.296,0.000
1.386,1.302,0.000
1.381,1.307,0.000
1.318,1.258,0.000
1.820,1.750,0.000
1.352,1.310,0.000
1.375,1.343,0.000
1.384,1.362,0.000
1.350,1.340,0.000
1.524,1.524,0.000
1.753,1.767,0.000
1.444,1.467,0.000
1.343,1.375,0.000
1.337,1.380,0.000
1.291,1.342,0.000
1.381,1.447,0.000
1.481,1.565,0.000
1.409,1.501,0.000
1.417,1.521,0.000
1.291,1.397,0.000
1.826,1.991,0.000
1.320,1.451,0.000
1.261,1.397,0.000
1.721,1.921,0.000
1.617,1.820,0.000
1.775,2.014,0.000
1.368,1.564,0.000
1.362,1.570,0.000
1.292,1.501,0.000
1.675,1.961,0.000
1.747,2.062,0.000
1.325,1.576,0.000
1.356,1.626,0.000
1.337,1.616,0.000
1.486,1.811,0.000
1.583,1.944,0.000
1.306,1.617,0.000
1.323,1.652,0.000
1.293,1.627,0.000
1.287,1.632,0.000
1.232,1.576,0.000
1.286,1.657,0.000
1.267,1.647,0.000
1.629,2.134,0.000
1.231,1.626,0.000
1.259,1.677,0.000
1.253,1.682,0.000
1.223,1.656,0.000
1.566,2.137,0.000
1.222,1.681,0.000
1.204,1.670,0.000
1.140,1.596,0.000
1.213,1.711,0.000
1.206,1.716,0.000
1.177,1.689,0.000
1.182,1.710,0.000
1.207,1.762,0.000
1.489,2.191,0.000
1.151,1.707,0.000
1.187,1.776,0.000
1.137,1.716,0.000
1.141,1.737,0.000
1.134,1.741,0.000
1.127,1.746,0.000
1.120,1.750,0.000
1.103,1.738,0.000
1.107,1.759,0.000
1.100,1.763,0.000
1.083,1.751,0.000
1.116,1.821,0.000
1.099,1.809,0.000
1.394,2.315,0.000
0.964,1.616,0.000
1.058,1.789,0.000
0.952,1.624,0.000
1.044,1.797,0.000
1.037,1.801,0.000
0.923,1.617,0.000
1.032,1.826,0.000
0.939,1.677,0.000
1.018,1.834,0.000
0.964,1.753,0.000
0.891,1.635,0.000
0.913,1.691,0.000
0.897,1.677,0.000
0.890,1.681,0.000
0.911,1.737,0.000
1.156,2.225,0.000
0.906,1.761,0.000
1.219,2.392,0.000
0.866,1.716,0.000
0.850,1.701,0.000
1.120,2.263,0.000
0.845,1.726,0.000
1.102,2.272,0.000
0.900,1.873,0.000
0.817,1.718,0.000
1.090,2.317,0.000
0.786,1.688,0.000
0.805,1.745,0.000
