X,Y,Z
# Scan parameters: Height: 100cm, Layer height: 0.50cm
# Data points below:
6.849,0.000,0.000
6.751,0.027,0.000
6.706,0.053,0.000
6.831,0.080,0.000
6.831,0.107,0.000
6.718,0.132,0.000
6.727,0.159,0.000
6.789,0.187,0.000
6.898,0.217,0.000
6.836,0.242,0.000
6.705,0.263,0.000
6.695,0.289,0.000
6.708,0.316,0.000
6.688,0.342,0.000
6.687,0.368,0.000
6.704,0.395,0.000
6.706,0.422,0.000
6.821,0.456,0.000
6.671,0.472,0.000
6.706,0.501,0.000
6.713,0.528,0.000
6.679,0.552,0.000
6.686,0.579,0.000
6.670,0.604,0.000
6.815,0.644,0.000
6.830,0.673,0.000
6.676,0.684,0.000
6.659,0.709,0.000
6.746,0.745,0.000
6.853,0.784,0.000
6.669,0.789,0.000
6.670,0.816,0.000
6.649,0.840,0.000
6.623,0.863,0.000
6.646,0.893,0.000
6.638,0.918,0.000
6.742,0.959,0.000
6.640,0.972,0.000
6.627,0.996,0.000
6.821,1.053,0.000
6.624,1.049,0.000
6.606,1.073,0.000
6.615,1.101,0.000
6.726,1.147,0.000
6.713,1.172,0.000
6.717,1.199,0.000
6.694,1.223,0.000
6.681,1.247,0.000
6.706,1.279,0.000
6.564,1.279,0.000
6.701,1.333,0.000
6.572,1.334,0.000
6.558,1.358,0.000
6.684,1.412,0.000
6.565,1.413,0.000
6.514,1.429,0.000
6.549,1.464,0.000
6.666,1.517,0.000
6.537,1.515,0.000
6.522,1.539,0.000
6.525,1.567,0.000
6.645,1.623,0.000
6.656,1.653,0.000
6.511,1.644,0.000
6.491,1.667,0.000
6.615,1.726,0.000
6.608,1.752,0.000
6.480,1.745,0.000
6.486,1.774,0.000
6.408,1.780,0.000
6.446,1.818,0.000
6.385,1.828,0.000
6.544,1.901,0.000
6.561,1.934,0.000
6.372,1.906,0.000
6.347,1.925,0.000
6.348,1.953,0.000
6.354,1.982,0.000
6.350,2.008,0.000
6.451,2.068,0.000
6.308,2.050,0.000
6.430,2.117,0.000
6.430,2.145,0.000
6.296,2.128,0.000
6.288,2.153,0.000
6.310,2.188,0.000
6.396,2.246,0.000
6.399,2.276,0.000
6.245,2.248,0.000
6.249,2.277,0.000
6.355,2.345,0.000
6.346,2.370,0.000
6.217,2.349,0.000
6.230,2.382,0.000
6.318,2.444,0.000
6.181,2.419,0.000
6.180,2.447,0.000
6.293,2.520,0.000
6.295,2.550,0.000
6.277,2.571,0.000
6.140,2.543,0.000
6.126,2.566,0.000
6.103,2.584,0.000
6.093,2.608,0.000
6.100,2.640,0.000
6.206,2.715,0.000
6.075,2.686,0.000
6.060,2.707,0.000
6.190,2.795,0.000
6.207,2.832,0.000
6.144,2.832,0.000
6.149,2.864,0.000
6.022,2.834,0.000
6.040,2.871,0.000
6.090,2.924,0.000
5.980,2.901,0.000
5.964,2.922,0.000
6.103,3.020,0.000
6.072,3.034,0.000
6.036,3.046,0.000
5.914,3.013,0.000
5.955,3.064,0.000
6.039,3.137,0.000
6.046,3.171,0.000
5.967,3.159,0.000
5.878,3.142,0.000
5.914,3.191,0.000
5.825,3.172,0.000
5.869,3.226,0.000
5.876,3.260,0.000
5.811,3.254,0.000
5.878,3.322,0.000
5.927,3.380,0.000
5.788,3.332,0.000
5.822,3.382,0.000
5.778,3.386,0.000
5.776,3.416,0.000
5.767,3.441,0.000
5.741,3.457,0.000
5.732,3.481,0.000
5.726,3.509,0.000
5.811,3.592,0.000
5.690,3.549,0.000
5.680,3.573,0.000
5.662,3.593,0.000
5.633,3.606,0.000
5.638,3.640,0.000
5.754,3.748,0.000
5.609,3.684,0.000
5.598,3.709,0.000
5.576,3.726,0.000
5.669,3.820,0.000
5.643,3.835,0.000
5.639,3.865,0.000
5.532,3.823,0.000
5.494,3.829,0.000
5.593,3.931,0.000
5.475,3.880,0.000
5.475,3.912,0.000
5.456,3.931,0.000
5.534,4.021,0.000
5.518,4.043,0.000
5.394,3.984,0.000
5.393,4.016,0.000
5.359,4.024,0.000
5.365,4.061,0.000
5.434,4.147,0.000
5.432,4.179,0.000
5.299,4.110,0.000
5.275,4.125,0.000
5.393,4.251,0.000
5.342,4.245,0.000
5.223,4.184,0.000
5.228,4.222,0.000
5.204,4.237,0.000
5.187,4.257,0.000
5.267,4.358,0.000
5.147,4.292,0.000
5.119,4.303,0.000
5.209,4.414,0.000
5.215,4.454,0.000
5.184,4.463,0.000
5.068,4.398,0.000
5.051,4.418,0.000
5.131,4.524,0.000
5.113,4.544,0.000
4.999,4.477,0.000
4.984,4.500,0.000
5.060,4.604,0.000
5.032,4.615,0.000
5.026,4.646,0.000
4.896,4.562,0.000
4.882,4.584,0.000
4.877,4.616,0.000
4.846,4.623,0.000
4.991,4.799,0.000
4.819,4.670,0.000
4.814,4.702,0.000
4.915,4.839,0.000
4.878,4.840,0.000
4.780,4.780,0.000
4.768,4.805,0.000
4.842,4.919,0.000
4.819,4.934,0.000
4.818,4.972,0.000
4.695,4.883,0.000
4.685,4.911,0.000
4.663,4.926,0.000
4.725,5.031,0.000
4.717,5.062,0.000
4.601,4.978,0.000
4.582,4.996,0.000
4.645,5.105,0.000
4.545,5.035,0.000
4.510,5.036,0.000
4.497,5.060,0.000
4.477,5.078,0.000
4.504,5.149,0.000
4.446,5.123,0.000
4.402,5.113,0.000
4.494,5.261,0.000
4.442,5.242,0.000
4.359,5.185,0.000
4.341,5.206,0.000
4.315,5.216,0.000
4.337,5.284,0.000
4.398,5.402,0.000
4.309,5.335,0.000
4.272,5.332,0.000
4.245,5.342,0.000
4.246,5.386,0.000
4.219,5.396,0.000
4.264,5.498,0.000
4.240,5.511,0.000
4.150,5.438,0.000
4.123,5.447,0.000
4.178,5.564,0.000
4.158,5.584,0.000
4.075,5.517,0.000
4.094,5.589,0.000
4.095,5.636,0.000
3.996,5.546,0.000
3.972,5.558,0.000
3.963,5.592,0.000
3.933,5.597,0.000
3.916,5.619,0.000
3.887,5.624,0.000
3.867,5.643,0.000
3.911,5.755,0.000
3.886,5.766,0.000
3.753,5.617,0.000
3.726,5.625,0.000
3.702,5.635,0.000
3.697,5.676,0.000
3.670,5.683,0.000
3.719,5.809,0.000
3.630,5.719,0.000
3.614,5.745,0.000
3.585,5.748,0.000
3.622,5.859,0.000
3.602,5.877,0.000
3.581,5.895,0.000
3.482,5.784,0.000
3.469,5.813,0.000
3.453,5.838,0.000
3.421,5.836,0.000
3.416,5.881,0.000
3.439,5.974,0.000
3.354,5.880,0.000
3.333,5.897,0.000
3.308,5.906,0.000
3.287,5.923,0.000
3.268,5.944,0.000
3.249,5.965,0.000
3.286,6.089,0.000
3.290,6.155,0.000
3.157,5.963,0.000
3.175,6.054,0.000
3.149,6.063,0.000
3.127,6.079,0.000
3.094,6.071,0.000
3.134,6.212,0.000
3.056,6.115,0.000
3.082,6.229,0.000
3.063,6.252,0.000
2.991,6.167,0.000
2.974,6.194,0.000
2.931,6.166,0.000
2.959,6.288,0.000
2.886,6.197,0.000
2.869,6.224,0.000
