X,Y,Z
# Scan parameters: Height: 100cm, Layer height: 0.50cm
# Data points below:
6.774,0.000,0.000
7.004,0.028,0.000
7.009,0.055,0.000
7.407,0.087,0.000
7.280,0.114,0.000
7.353,0.144,0.000
7.003,0.165,0.000
7.069,0.194,0.000
6.980,0.219,0.000
6.983,0.247,0.000
6.948,0.273,0.000
6.943,0.300,0.000
6.937,0.327,0.000
6.944,0.355,0.000
6.977,0.384,0.000
6.984,0.412,0.000
6.953,0.437,0.000
6.934,0.464,0.000
7.107,0.503,0.000
7.190,0.537,0.000
6.932,0.546,0.000
6.934,0.573,0.000
6.932,0.600,0.000
7.100,0.643,0.000
6.927,0.655,0.000
6.912,0.681,0.000
6.883,0.705,0.000
6.923,0.737,0.000
6.933,0.765,0.000
6.955,0.795,0.000
6.910,0.818,0.000
6.940,0.849,0.000
6.920,0.874,0.000
6.908,0.900,0.000
6.921,0.930,0.000
6.896,0.954,0.000
6.880,0.979,0.000
6.889,1.008,0.000
6.876,1.034,0.000
6.902,1.065,0.000
6.876,1.089,0.000
6.868,1.115,0.000
7.259,1.208,0.000
7.246,1.235,0.000
7.253,1.266,0.000
7.259,1.296,0.000
6.952,1.270,0.000
6.840,1.277,0.000
6.830,1.303,0.000
6.846,1.334,0.000
6.782,1.349,0.000
7.219,1.465,0.000
7.202,1.491,0.000
6.833,1.443,0.000
6.852,1.475,0.000
6.804,1.493,0.000
6.803,1.521,0.000
6.801,1.548,0.000
6.761,1.567,0.000
6.764,1.596,0.000
6.753,1.621,0.000
6.751,1.649,0.000
7.104,1.765,0.000
7.160,1.808,0.000
7.112,1.826,0.000
7.124,1.859,0.000
7.113,1.886,0.000
6.820,1.837,0.000
6.695,1.831,0.000
6.704,1.862,0.000
6.684,1.885,0.000
6.664,1.908,0.000
6.665,1.936,0.000
6.653,1.961,0.000
6.662,1.992,0.000
6.646,2.016,0.000
7.037,2.165,0.000
6.630,2.068,0.000
6.618,2.093,0.000
6.605,2.118,0.000
7.024,2.282,0.000
7.022,2.312,0.000
6.580,2.195,0.000
6.587,2.227,0.000
6.571,2.250,0.000
6.558,2.274,0.000
6.553,2.301,0.000
6.540,2.325,0.000
6.931,2.495,0.000
6.822,2.486,0.000
6.918,2.552,0.000
6.894,2.574,0.000
6.493,2.453,0.000
6.487,2.480,0.000
6.485,2.509,0.000
6.439,2.520,0.000
6.457,2.557,0.000
6.455,2.585,0.000
6.449,2.612,0.000
6.427,2.633,0.000
6.773,2.806,0.000
6.777,2.838,0.000
6.772,2.868,0.000
6.758,2.893,0.000
6.374,2.758,0.000
6.363,2.783,0.000
6.716,2.969,0.000
6.662,2.976,0.000
6.699,3.025,0.000
6.691,3.053,0.000
6.686,3.082,0.000
6.330,2.949,0.000
6.292,2.961,0.000
6.604,3.139,0.000
6.578,3.158,0.000
6.641,3.221,0.000
6.605,3.236,0.000
6.519,3.225,0.000
6.224,3.110,0.000
6.204,3.131,0.000
6.169,3.143,0.000
6.168,3.173,0.000
6.171,3.205,0.000
6.154,3.228,0.000
6.483,3.432,0.000
6.510,3.480,0.000
6.449,3.480,0.000
6.462,3.520,0.000
6.455,3.549,0.000
6.084,3.376,0.000
6.067,3.398,0.000
6.372,3.602,0.000
6.375,3.636,0.000
6.030,3.471,0.000
6.005,3.488,0.000
5.992,3.512,0.000
5.974,3.533,0.000
5.960,3.557,0.000
5.950,3.582,0.000
6.072,3.688,0.000
5.914,3.624,0.000
5.925,3.663,0.000
5.893,3.675,0.000
5.875,3.696,0.000
6.097,3.870,0.000
5.849,3.744,0.000
5.856,3.781,0.000
5.794,3.774,0.000
6.144,4.036,0.000
6.125,4.058,0.000
5.799,3.875,0.000
5.774,3.891,0.000
5.748,3.906,0.000
5.736,3.931,0.000
5.713,3.949,0.000
5.698,3.971,0.000
5.686,3.996,0.000
5.670,4.018,0.000
5.654,4.040,0.000
5.638,4.063,0.000
5.594,4.064,0.000
5.609,4.109,0.000
5.597,4.134,0.000
5.574,4.151,0.000
5.554,4.170,0.000
5.842,4.423,0.000
5.840,4.457,0.000
5.829,4.485,0.000
5.826,4.519,0.000
5.772,4.514,0.000
5.773,4.551,0.000
5.740,4.561,0.000
5.725,4.586,0.000
5.704,4.606,0.000
5.409,4.404,0.000
5.388,4.422,0.000
5.371,4.443,0.000
5.344,4.456,0.000
5.323,4.474,0.000
5.302,4.492,0.000
5.627,4.806,0.000
5.588,4.811,0.000
5.578,4.840,0.000
5.542,4.847,0.000
5.531,4.876,0.000
5.195,4.616,0.000
5.478,4.907,0.000
5.442,4.913,0.000
5.468,4.975,0.000
5.420,4.971,0.000
5.417,5.008,0.000
5.409,5.039,0.000
5.381,5.053,0.000
5.325,5.040,0.000
5.028,4.797,0.000
5.019,4.825,0.000
4.997,4.842,0.000
4.974,4.859,0.000
5.101,5.021,0.000
4.942,4.904,0.000
5.198,5.198,0.000
5.169,5.210,0.000
5.173,5.255,0.000
5.144,5.267,0.000
4.842,4.997,0.000
4.825,5.019,0.000
5.084,5.330,0.000
4.926,5.204,0.000
5.029,5.356,0.000
5.013,5.381,0.000
4.723,5.109,0.000
4.697,5.121,0.000
4.683,5.146,0.000
4.660,5.161,0.000
4.639,5.180,0.000
4.619,5.198,0.000
4.593,5.209,0.000
4.572,5.227,0.000
4.557,5.252,0.000
4.539,5.273,0.000
4.801,5.621,0.000
4.747,5.602,0.000
4.611,5.485,0.000
4.462,5.350,0.000
4.676,5.652,0.000
4.673,5.694,0.000
4.406,5.412,0.000
4.353,5.390,0.000
4.350,5.430,0.000
4.324,5.440,0.000
4.302,5.457,0.000
4.278,5.471,0.000
4.498,5.799,0.000
4.480,5.823,0.000
4.483,5.874,0.000
4.202,5.551,0.000
4.180,5.567,0.000
4.151,5.574,0.000
4.134,5.597,0.000
4.099,5.596,0.000
4.072,5.605,0.000
4.295,5.961,0.000
4.154,5.813,0.000
4.252,6.000,0.000
3.988,5.675,0.000
4.203,6.031,0.000
4.203,6.082,0.000
4.160,6.070,0.000
3.918,5.765,0.000
3.893,5.777,0.000
3.851,5.764,0.000
3.845,5.804,0.000
3.796,5.779,0.000
3.785,5.812,0.000
3.998,6.191,0.000
3.965,6.194,0.000
3.728,5.875,0.000
3.719,5.911,0.000
3.892,6.240,0.000
3.867,6.256,0.000
3.857,6.294,0.000
3.828,6.302,0.000
3.593,5.968,0.000
3.567,5.979,0.000
3.544,5.993,0.000
3.529,6.021,0.000
3.704,6.376,0.000
3.684,6.401,0.000
3.447,6.044,0.000
3.428,6.065,0.000
3.402,6.074,0.000
3.386,6.103,0.000
3.354,6.101,0.000
3.336,6.125,0.000
3.310,6.135,0.000
3.286,6.148,0.000
3.401,6.424,0.000
3.236,6.169,0.000
3.394,6.533,0.000
3.361,6.533,0.000
3.182,6.245,0.000
3.144,6.231,0.000
3.114,6.232,0.000
3.087,6.240,0.000
3.059,6.244,0.000
3.044,6.276,0.000
3.182,6.626,0.000
3.092,6.504,0.000
2.966,6.303,0.000
2.950,6.334,0.000
2.917,6.326,0.000
