X,Y,Z
# Scan parameters: Height: 100cm, Layer height: 0.50cm
# Data points below:
6.595,0.000,0.000
6.769,0.027,0.000
6.378,0.050,0.000
6.382,0.075,0.000
6.357,0.100,0.000
6.377,0.125,0.000
6.376,0.150,0.000
6.361,0.175,0.000
6.753,0.212,0.000
6.801,0.240,0.000
6.769,0.266,0.000
6.695,0.289,0.000
6.498,0.306,0.000
6.375,0.326,0.000
6.373,0.351,0.000
6.372,0.376,0.000
6.360,0.400,0.000
6.339,0.424,0.000
6.382,0.452,0.000
6.390,0.478,0.000
6.373,0.502,0.000
6.361,0.526,0.000
6.374,0.552,0.000
6.367,0.577,0.000
6.250,0.591,0.000
6.342,0.625,0.000
6.379,0.654,0.000
6.342,0.675,0.000
6.305,0.696,0.000
6.743,0.771,0.000
6.678,0.790,0.000
6.706,0.820,0.000
6.743,0.852,0.000
6.708,0.874,0.000
6.655,0.894,0.000
6.254,0.865,0.000
6.305,0.897,0.000
6.311,0.923,0.000
6.297,0.947,0.000
6.664,1.029,0.000
6.363,1.008,0.000
6.655,1.081,0.000
6.655,1.108,0.000
6.510,1.110,0.000
6.244,1.090,0.000
6.269,1.119,0.000
6.250,1.141,0.000
6.294,1.175,0.000
6.270,1.196,0.000
6.255,1.219,0.000
6.251,1.243,0.000
6.270,1.273,0.000
6.624,1.372,0.000
6.601,1.394,0.000
6.613,1.424,0.000
6.368,1.397,0.000
6.215,1.389,0.000
6.233,1.419,0.000
6.204,1.438,0.000
6.284,1.483,0.000
6.273,1.506,0.000
6.624,1.618,0.000
6.579,1.634,0.000
6.572,1.660,0.000
6.574,1.688,0.000
6.489,1.693,0.000
6.543,1.735,0.000
6.523,1.757,0.000
6.517,1.783,0.000
6.131,1.703,0.000
6.124,1.727,0.000
6.141,1.758,0.000
6.120,1.778,0.000
6.459,1.904,0.000
6.473,1.936,0.000
6.465,1.961,0.000
6.470,1.990,0.000
6.103,1.904,0.000
6.076,1.922,0.000
6.078,1.949,0.000
6.061,1.969,0.000
6.049,1.992,0.000
6.036,2.014,0.000
6.047,2.044,0.000
6.349,2.174,0.000
6.310,2.188,0.000
6.463,2.269,0.000
6.361,2.262,0.000
6.373,2.295,0.000
5.964,2.174,0.000
5.993,2.211,0.000
5.966,2.228,0.000
5.948,2.247,0.000
5.934,2.269,0.000
5.911,2.287,0.000
5.944,2.326,0.000
6.298,2.494,0.000
6.196,2.481,0.000
6.211,2.516,0.000
6.243,2.557,0.000
6.250,2.589,0.000
5.855,2.452,0.000
6.221,2.634,0.000
5.863,2.510,0.000
5.817,2.517,0.000
5.834,2.552,0.000
6.187,2.735,0.000
6.168,2.756,0.000
6.149,2.776,0.000
6.047,2.759,0.000
6.094,2.809,0.000
6.058,2.822,0.000
6.022,2.834,0.000
5.693,2.706,0.000
5.677,2.726,0.000
5.908,2.866,0.000
6.022,2.950,0.000
5.924,2.931,0.000
5.995,2.995,0.000
5.975,3.015,0.000
5.598,2.852,0.000
5.600,2.881,0.000
5.593,2.906,0.000
5.577,2.925,0.000
5.570,2.949,0.000
5.554,2.969,0.000
5.489,2.962,0.000
5.491,2.990,0.000
5.465,3.005,0.000
5.445,3.021,0.000
5.473,3.065,0.000
5.434,3.071,0.000
5.729,3.268,0.000
5.740,3.304,0.000
5.751,3.341,0.000
5.372,3.148,0.000
5.377,3.180,0.000
5.329,3.180,0.000
5.317,3.201,0.000
5.335,3.240,0.000
5.291,3.243,0.000
5.645,3.490,0.000
5.655,3.527,0.000
5.649,3.554,0.000
5.604,3.556,0.000
5.602,3.586,0.000
5.270,3.402,0.000
5.222,3.401,0.000
5.213,3.424,0.000
5.195,3.442,0.000
5.173,3.456,0.000
5.535,3.730,0.000
5.486,3.728,0.000
5.478,3.755,0.000
5.414,3.742,0.000
5.434,3.787,0.000
5.434,3.819,0.000
5.080,3.600,0.000
5.066,3.620,0.000
5.056,3.643,0.000
5.066,3.681,0.000
5.035,3.689,0.000
5.387,3.979,0.000
5.334,3.972,0.000
5.251,3.943,0.000
5.303,4.014,0.000
5.291,4.038,0.000
5.286,4.067,0.000
5.266,4.085,0.000
4.957,3.876,0.000
4.954,3.905,0.000
4.931,3.918,0.000
5.234,4.193,0.000
5.214,4.211,0.000
5.204,4.237,0.000
5.187,4.257,0.000
5.171,4.278,0.000
4.817,4.017,0.000
4.786,4.023,0.000
4.809,4.075,0.000
4.793,4.093,0.000
4.765,4.102,0.000
4.985,4.325,0.000
5.044,4.412,0.000
5.023,4.429,0.000
5.016,4.458,0.000
4.706,4.215,0.000
4.984,4.500,0.000
4.970,4.522,0.000
4.946,4.536,0.000
4.924,4.552,0.000
4.619,4.303,0.000
4.572,4.294,0.000
4.567,4.322,0.000
4.564,4.354,0.000
4.562,4.386,0.000
4.541,4.400,0.000
4.807,4.695,0.000
4.769,4.695,0.000
4.764,4.726,0.000
4.453,4.453,0.000
4.443,4.478,0.000
4.425,4.495,0.000
4.397,4.502,0.000
4.435,4.577,0.000
4.420,4.598,0.000
4.385,4.597,0.000
4.371,4.618,0.000
4.373,4.657,0.000
4.605,4.943,0.000
4.323,4.676,0.000
4.301,4.689,0.000
4.286,4.710,0.000
4.267,4.727,0.000
4.262,4.758,0.000
4.223,4.753,0.000
4.201,4.766,0.000
4.202,4.804,0.000
4.183,4.821,0.000
4.138,4.807,0.000
4.212,4.932,0.000
4.376,5.165,0.000
4.142,4.927,0.000
4.069,4.879,0.000
4.106,4.964,0.000
4.034,4.915,0.000
4.064,4.992,0.000
4.041,5.004,0.000
4.274,5.335,0.000
4.242,5.338,0.000
4.199,5.327,0.000
4.217,5.392,0.000
4.182,5.391,0.000
4.019,5.223,0.000
3.902,5.113,0.000
3.891,5.140,0.000
3.894,5.186,0.000
3.839,5.155,0.000
3.807,5.154,0.000
3.807,5.197,0.000
3.798,5.227,0.000
3.763,5.222,0.000
3.740,5.233,0.000
3.719,5.248,0.000
3.905,5.557,0.000
3.689,5.293,0.000
3.897,5.638,0.000
3.860,5.632,0.000
3.845,5.658,0.000
3.818,5.665,0.000
3.763,5.632,0.000
3.512,5.300,0.000
3.758,5.721,0.000
3.689,5.665,0.000
3.502,5.424,0.000
3.655,5.709,0.000
3.460,5.451,0.000
3.602,5.726,0.000
3.375,5.412,0.000
3.354,5.425,0.000
3.327,5.430,0.000
3.306,5.443,0.000
3.282,5.451,0.000
3.255,5.456,0.000
3.247,5.490,0.000
3.218,5.490,0.000
3.186,5.485,0.000
3.174,5.515,0.000
3.145,5.514,0.000
3.128,5.535,0.000
3.124,5.578,0.000
3.095,5.577,0.000
3.068,5.580,0.000
3.048,5.597,0.000
3.093,5.733,0.000
2.995,5.603,0.000
2.966,5.601,0.000
2.958,5.640,0.000
2.931,5.642,0.000
2.865,5.569,0.000
2.855,5.602,0.000
2.835,5.618,0.000
2.815,5.634,0.000
2.795,5.649,0.000
2.771,5.656,0.000
2.742,5.653,0.000
2.865,5.966,0.000
2.853,6.003,0.000
2.853,6.064,0.000
2.839,6.096,0.000
2.809,6.094,0.000
