X,Y,Z
# Scan parameters: Height: 100cm, Layer height: 0.50cm
# Data points below:
7.104,0.000,0.000
7.549,0.030,0.000
7.118,0.056,0.000
7.056,0.083,0.000
6.999,0.110,0.000
7.006,0.138,0.000
6.934,0.163,0.000
6.905,0.190,0.000
6.875,0.216,0.000
6.823,0.241,0.000
6.785,0.267,0.000
6.799,0.294,0.000
6.805,0.321,0.000
6.759,0.345,0.000
6.802,0.374,0.000
6.801,0.401,0.000
6.799,0.428,0.000
6.805,0.455,0.000
7.234,0.512,0.000
6.794,0.508,0.000
6.799,0.535,0.000
6.789,0.561,0.000
6.787,0.588,0.000
6.718,0.608,0.000
6.790,0.642,0.000
6.795,0.669,0.000
6.740,0.691,0.000
6.722,0.715,0.000
6.727,0.743,0.000
7.166,0.820,0.000
6.699,0.793,0.000
6.703,0.820,0.000
6.692,0.845,0.000
6.704,0.874,0.000
6.715,0.902,0.000
6.682,0.924,0.000
6.693,0.953,0.000
6.674,0.977,0.000
6.693,1.006,0.000
6.696,1.034,0.000
6.662,1.055,0.000
6.673,1.084,0.000
6.669,1.110,0.000
6.649,1.134,0.000
6.660,1.162,0.000
6.648,1.187,0.000
6.643,1.213,0.000
6.601,1.232,0.000
6.641,1.267,0.000
7.079,1.379,0.000
7.067,1.406,0.000
6.633,1.346,0.000
6.627,1.372,0.000
6.607,1.395,0.000
7.018,1.511,0.000
7.038,1.544,0.000
6.612,1.478,0.000
6.592,1.501,0.000
6.571,1.523,0.000
6.616,1.561,0.000
7.007,1.682,0.000
6.941,1.695,0.000
6.561,1.630,0.000
6.540,1.652,0.000
6.570,1.687,0.000
6.920,1.806,0.000
6.959,1.845,0.000
6.513,1.754,0.000
6.506,1.780,0.000
6.419,1.783,0.000
6.441,1.817,0.000
6.419,1.838,0.000
6.427,1.867,0.000
6.880,2.028,0.000
6.865,2.053,0.000
6.812,2.066,0.000
6.382,1.963,0.000
6.396,1.995,0.000
6.374,2.016,0.000
6.380,2.045,0.000
6.365,2.068,0.000
6.378,2.100,0.000
6.348,2.118,0.000
6.326,2.138,0.000
6.339,2.170,0.000
6.330,2.195,0.000
6.329,2.222,0.000
6.745,2.398,0.000
6.311,2.272,0.000
6.331,2.307,0.000
6.704,2.473,0.000
6.636,2.478,0.000
6.217,2.349,0.000
6.251,2.390,0.000
6.227,2.409,0.000
6.648,2.602,0.000
6.644,2.630,0.000
6.184,2.477,0.000
6.203,2.512,0.000
6.193,2.537,0.000
6.190,2.564,0.000
6.502,2.723,0.000
6.573,2.784,0.000
6.145,2.631,0.000
6.114,2.646,0.000
6.089,2.664,0.000
6.121,2.706,0.000
6.124,2.736,0.000
6.120,2.763,0.000
6.130,2.797,0.000
6.085,2.805,0.000
6.067,2.826,0.000
6.062,2.853,0.000
6.044,2.873,0.000
6.019,2.890,0.000
6.008,2.914,0.000
6.017,2.948,0.000
5.985,2.961,0.000
6.281,3.138,0.000
5.968,3.011,0.000
5.956,3.035,0.000
5.985,3.079,0.000
5.973,3.103,0.000
6.328,3.319,0.000
6.267,3.318,0.000
5.855,3.129,0.000
5.876,3.171,0.000
5.944,3.237,0.000
6.389,3.513,0.000
6.158,3.417,0.000
5.745,3.217,0.000
5.773,3.263,0.000
5.820,3.320,0.000
5.754,3.312,0.000
5.714,3.319,0.000
5.714,3.349,0.000
5.760,3.407,0.000
5.681,3.390,0.000
6.075,3.657,0.000
5.667,3.442,0.000
5.647,3.461,0.000
5.633,3.483,0.000
5.626,3.509,0.000
5.990,3.769,0.000
5.975,3.792,0.000
5.578,3.571,0.000
5.564,3.593,0.000
5.953,3.877,0.000
5.549,3.645,0.000
5.534,3.666,0.000
5.487,3.667,0.000
5.499,3.706,0.000
5.471,3.718,0.000
5.686,3.897,0.000
5.776,3.992,0.000
5.434,3.787,0.000
5.425,3.813,0.000
5.410,3.834,0.000
5.395,3.855,0.000
5.361,3.863,0.000
5.402,3.925,0.000
5.726,4.194,0.000
5.327,3.935,0.000
5.324,3.965,0.000
5.309,3.986,0.000
5.305,4.016,0.000
5.637,4.302,0.000
5.255,4.043,0.000
5.233,4.059,0.000
5.591,4.372,0.000
5.563,4.386,0.000
5.191,4.126,0.000
5.175,4.146,0.000
5.165,4.171,0.000
5.477,4.459,0.000
5.120,4.202,0.000
5.109,4.227,0.000
5.451,4.546,0.000
5.423,4.558,0.000
5.047,4.277,0.000
5.214,4.453,0.000
5.043,4.341,0.000
5.008,4.346,0.000
4.991,4.365,0.000
5.324,4.694,0.000
4.957,4.405,0.000
4.957,4.439,0.000
5.040,4.550,0.000
4.904,4.463,0.000
4.887,4.482,0.000
4.869,4.501,0.000
5.038,4.694,0.000
4.834,4.539,0.000
4.816,4.558,0.000
4.798,4.577,0.000
4.729,4.547,0.000
4.706,4.560,0.000
4.705,4.595,0.000
4.670,4.597,0.000
4.640,4.604,0.000
4.650,4.650,0.000
4.670,4.707,0.000
4.613,4.686,0.000
4.584,4.693,0.000
4.598,4.745,0.000
4.574,4.757,0.000
4.545,4.764,0.000
4.515,4.770,0.000
4.507,4.800,0.000
4.801,5.153,0.000
4.747,5.135,0.000
4.440,4.841,0.000
4.410,4.846,0.000
4.396,4.870,0.000
4.351,4.857,0.000
4.363,4.910,0.000
4.338,4.921,0.000
4.319,4.938,0.000
4.611,5.314,0.000
4.585,5.326,0.000
4.569,5.350,0.000
4.566,5.389,0.000
4.527,5.385,0.000
4.474,5.365,0.000
4.480,5.415,0.000
4.441,5.411,0.000
4.132,5.075,0.000
4.122,5.104,0.000
4.102,5.120,0.000
4.077,5.130,0.000
4.071,5.164,0.000
4.046,5.174,0.000
4.031,5.196,0.000
4.029,5.237,0.000
3.980,5.215,0.000
3.960,5.231,0.000
3.939,5.246,0.000
3.909,5.249,0.000
3.907,5.290,0.000
3.886,5.305,0.000
3.870,5.327,0.000
3.840,5.329,0.000
3.823,5.350,0.000
3.847,5.429,0.000
3.777,5.374,0.000
3.738,5.363,0.000
3.721,5.384,0.000
3.700,5.398,0.000
3.661,5.387,0.000
3.662,5.434,0.000
3.645,5.455,0.000
3.628,5.476,0.000
3.851,5.863,0.000
3.832,5.884,0.000
3.567,5.525,0.000
3.520,5.499,0.000
3.515,5.539,0.000
3.485,5.540,0.000
3.472,5.567,0.000
3.450,5.580,0.000
3.436,5.607,0.000
3.406,5.607,0.000
3.384,5.620,0.000
3.362,5.634,0.000
3.344,5.654,0.000
3.333,5.687,0.000
3.530,6.078,0.000
3.292,5.720,0.000
3.262,5.719,0.000
3.232,5.718,0.000
3.217,5.745,0.000
3.195,5.757,0.000
3.393,6.171,0.000
3.138,5.761,0.000
3.096,5.739,0.000
3.089,5.779,0.000
3.256,6.149,0.000
3.255,6.206,0.000
3.237,6.231,0.000
3.023,5.876,0.000
3.184,6.250,0.000
3.072,6.089,0.000
3.132,6.268,0.000
3.107,6.281,0.000
2.886,5.891,0.000
2.860,5.896,0.000
2.843,5.921,0.000
2.817,5.925,0.000
2.790,5.929,0.000
2.763,5.933,0.000
2.747,5.958,0.000
