X,Y,Z
# Scan parameters: Height: 100cm, Layer height: 0.50cm
# Data points below:
6.893,0.000,0.000
7.396,0.029,0.000
7.050,0.055,0.000
7.054,0.083,0.000
7.054,0.111,0.000
7.099,0.139,0.000
7.383,0.174,0.000
7.278,0.200,0.000
7.366,0.231,0.000
7.377,0.261,0.000
7.353,0.289,0.000
7.040,0.304,0.000
7.059,0.333,0.000
7.046,0.360,0.000
7.036,0.387,0.000
7.055,0.416,0.000
7.045,0.443,0.000
7.380,0.493,0.000
7.355,0.521,0.000
7.319,0.547,0.000
7.041,0.554,0.000
7.072,0.585,0.000
6.995,0.606,0.000
7.034,0.637,0.000
7.040,0.665,0.000
7.042,0.694,0.000
7.018,0.719,0.000
7.011,0.746,0.000
7.016,0.775,0.000
7.326,0.838,0.000
7.311,0.865,0.000
7.109,0.870,0.000
7.312,0.924,0.000
7.000,0.912,0.000
6.992,0.939,0.000
7.001,0.968,0.000
6.976,0.993,0.000
7.204,1.054,0.000
7.299,1.097,0.000
6.976,1.077,0.000
7.298,1.156,0.000
7.275,1.181,0.000
7.296,1.214,0.000
7.276,1.240,0.000
7.275,1.270,0.000
6.941,1.239,0.000
7.201,1.315,0.000
6.910,1.290,0.000
6.938,1.323,0.000
6.916,1.348,0.000
7.247,1.442,0.000
6.910,1.403,0.000
6.847,1.418,0.000
6.894,1.456,0.000
6.889,1.483,0.000
6.834,1.499,0.000
6.836,1.528,0.000
6.850,1.559,0.000
6.856,1.589,0.000
7.143,1.685,0.000
7.133,1.712,0.000
7.118,1.739,0.000
7.126,1.770,0.000
7.097,1.793,0.000
6.784,1.742,0.000
7.101,1.853,0.000
7.098,1.882,0.000
7.087,1.909,0.000
7.083,1.938,0.000
6.821,1.895,0.000
6.737,1.900,0.000
6.714,1.922,0.000
6.702,1.947,0.000
6.727,1.983,0.000
6.751,2.019,0.000
7.016,2.128,0.000
7.018,2.159,0.000
7.006,2.186,0.000
7.001,2.214,0.000
6.945,2.226,0.000
6.995,2.273,0.000
6.633,2.184,0.000
6.624,2.210,0.000
6.591,2.228,0.000
6.615,2.265,0.000
6.598,2.288,0.000
6.597,2.317,0.000
6.915,2.459,0.000
6.894,2.482,0.000
6.924,2.524,0.000
6.886,2.540,0.000
6.566,2.452,0.000
6.560,2.479,0.000
6.862,2.624,0.000
6.618,2.560,0.000
6.813,2.666,0.000
6.813,2.697,0.000
6.495,2.601,0.000
6.686,2.708,0.000
6.788,2.780,0.000
6.777,2.807,0.000
6.762,2.832,0.000
6.783,2.872,0.000
6.474,2.771,0.000
6.428,2.782,0.000
6.717,2.938,0.000
6.698,2.961,0.000
6.391,2.856,0.000
6.380,2.881,0.000
6.384,2.913,0.000
6.665,3.073,0.000
6.646,3.096,0.000
6.648,3.128,0.000
6.311,3.000,0.000
6.303,3.027,0.000
6.268,3.040,0.000
6.286,3.080,0.000
6.278,3.106,0.000
6.281,3.138,0.000
6.552,3.306,0.000
6.525,3.325,0.000
6.540,3.365,0.000
6.212,3.227,0.000
6.196,3.249,0.000
6.198,3.282,0.000
6.174,3.300,0.000
6.442,3.476,0.000
6.432,3.503,0.000
6.411,3.524,0.000
6.125,3.399,0.000
6.115,3.425,0.000
6.083,3.438,0.000
6.092,3.475,0.000
6.060,3.488,0.000
6.057,3.518,0.000
6.028,3.533,0.000
6.018,3.559,0.000
6.022,3.594,0.000
6.288,3.785,0.000
6.276,3.812,0.000
6.258,3.835,0.000
5.936,3.670,0.000
6.214,3.876,0.000
5.914,3.721,0.000
5.903,3.746,0.000
5.896,3.774,0.000
5.877,3.795,0.000
5.862,3.818,0.000
5.851,3.843,0.000
5.850,3.876,0.000
6.121,4.090,0.000
6.083,4.099,0.000
6.012,4.086,0.000
5.785,3.965,0.000
5.752,3.975,0.000
5.743,4.003,0.000
5.720,4.020,0.000
5.988,4.244,0.000
5.695,4.070,0.000
5.717,4.119,0.000
5.938,4.314,0.000
5.905,4.326,0.000
5.621,4.151,0.000
5.611,4.179,0.000
5.598,4.203,0.000
5.588,4.230,0.000
5.585,4.262,0.000
5.817,4.475,0.000
5.790,4.491,0.000
5.775,4.516,0.000
5.494,4.331,0.000
5.487,4.361,0.000
5.463,4.377,0.000
5.453,4.404,0.000
5.402,4.398,0.000
5.405,4.436,0.000
5.394,4.462,0.000
5.376,4.483,0.000
5.618,4.722,0.000
5.318,4.506,0.000
5.326,4.549,0.000
5.312,4.573,0.000
5.300,4.599,0.000
5.524,4.832,0.000
5.248,4.627,0.000
5.233,4.650,0.000
5.221,4.676,0.000
5.425,4.897,0.000
5.388,4.903,0.000
5.153,4.726,0.000
5.134,4.746,0.000
5.356,4.990,0.000
5.158,4.844,0.000
5.066,4.795,0.000
5.068,4.835,0.000
5.040,4.846,0.000
5.015,4.860,0.000
5.005,4.888,0.000
4.992,4.914,0.000
5.213,5.172,0.000
5.187,5.187,0.000
5.158,5.199,0.000
4.899,4.977,0.000
4.894,5.011,0.000
4.863,5.018,0.000
4.843,5.037,0.000
4.785,5.016,0.000
4.812,5.084,0.000
4.766,5.075,0.000
4.969,5.333,0.000
4.918,5.321,0.000
4.688,5.112,0.000
4.903,5.388,0.000
4.897,5.425,0.000
4.858,5.424,0.000
4.839,5.445,0.000
4.812,5.459,0.000
4.778,5.463,0.000
4.782,5.511,0.000
4.523,5.253,0.000
4.524,5.297,0.000
4.484,5.292,0.000
4.452,5.296,0.000
4.437,5.321,0.000
4.424,5.348,0.000
4.406,5.369,0.000
4.368,5.366,0.000
4.557,5.643,0.000
4.555,5.685,0.000
4.535,5.706,0.000
4.544,5.764,0.000
4.519,5.778,0.000
4.474,5.768,0.000
4.421,5.746,0.000
4.420,5.791,0.000
4.385,5.793,0.000
4.367,5.816,0.000
4.130,5.546,0.000
4.101,5.552,0.000
4.293,5.861,0.000
4.270,5.878,0.000
4.238,5.882,0.000
4.249,5.946,0.000
4.013,5.663,0.000
4.130,5.876,0.000
4.168,5.980,0.000
3.970,5.745,0.000
4.118,6.009,0.000
3.904,5.744,0.000
3.876,5.752,0.000
4.056,6.070,0.000
3.845,5.804,0.000
3.803,5.790,0.000
3.781,5.805,0.000
3.913,6.060,0.000
3.740,5.842,0.000
3.895,6.138,0.000
3.710,5.896,0.000
3.851,6.175,0.000
3.647,5.900,0.000
3.626,5.918,0.000
3.585,5.903,0.000
3.578,5.943,0.000
3.557,5.960,0.000
3.535,5.978,0.000
3.507,5.984,0.000
3.486,6.002,0.000
3.462,6.015,0.000
3.435,6.021,0.000
3.411,6.035,0.000
3.389,6.052,0.000
3.363,6.061,0.000
3.509,6.384,0.000
3.314,6.084,0.000
3.446,6.387,0.000
3.278,6.132,0.000
3.392,6.407,0.000
3.222,6.143,0.000
3.199,6.159,0.000
3.173,6.168,0.000
3.161,6.203,0.000
3.280,6.500,0.000
3.106,6.216,0.000
3.080,6.225,0.000
3.034,6.194,0.000
3.031,6.249,0.000
2.997,6.241,0.000
2.989,6.288,0.000
2.953,6.276,0.000
2.936,6.303,0.000
2.908,6.307,0.000
