X,Y,Z
# Scan parameters: Height: 20cm, Layer height: 0.50cm
# Data points below:
1.695,0.000,0.000
1.380,0.005,0.000
1.502,0.012,0.000
1.361,0.016,0.000
1.539,0.024,0.000
1.360,0.027,0.000
1.360,0.032,0.000
1.557,0.043,0.000
1.603,0.050,0.000
1.621,0.057,0.000
1.611,0.063,0.000
1.350,0.058,0.000
1.359,0.064,0.000
1.359,0.069,0.000
1.359,0.075,0.000
1.358,0.080,0.000
1.368,0.086,0.000
1.358,0.091,0.000
1.376,0.097,0.000
1.376,0.103,0.000
1.366,0.108,0.000
1.366,0.113,0.000
1.375,0.119,0.000
1.374,0.124,0.000
1.383,0.131,0.000
1.364,0.134,0.000
1.604,0.164,0.000
1.585,0.169,0.000
1.603,0.177,0.000
1.620,0.185,0.000
1.361,0.161,0.000
1.360,0.166,0.000
1.359,0.172,0.000
1.359,0.177,0.000
1.349,0.181,0.000
1.310,0.181,0.000
1.347,0.192,0.000
1.346,0.197,0.000
1.364,0.205,0.000
1.382,0.213,0.000
1.297,0.205,0.000
1.574,0.256,0.000
1.380,0.230,0.000
1.238,0.211,0.000
1.350,0.236,0.000
1.588,0.284,0.000
1.263,0.231,0.000
1.449,0.270,0.000
1.195,0.228,0.000
1.213,0.236,0.000
1.203,0.239,0.000
1.221,0.248,0.000
1.332,0.276,0.000
1.433,0.303,0.000
1.477,0.318,0.000
1.421,0.312,0.000
1.438,0.322,0.000
1.262,0.287,0.000
1.195,0.277,0.000
1.203,0.284,0.000
1.183,0.284,0.000
1.191,0.291,0.000
1.181,0.293,0.000
1.180,0.298,0.000
1.207,0.310,0.000
1.205,0.315,0.000
1.148,0.304,0.000
1.184,0.319,0.000
1.413,0.386,0.000
1.438,0.399,0.000
1.410,0.398,0.000
1.179,0.338,0.000
1.187,0.345,0.000
1.186,0.350,0.000
1.184,0.354,0.000
1.174,0.356,0.000
1.172,0.361,0.000
1.189,0.371,0.000
1.179,0.373,0.000
1.168,0.374,0.000
1.194,0.388,0.000
1.192,0.393,0.000
1.154,0.385,0.000
1.171,0.396,0.000
1.377,0.471,0.000
1.150,0.399,0.000
1.184,0.416,0.000
1.183,0.421,0.000
1.181,0.425,0.000
1.170,0.427,0.000
1.123,0.414,0.000
1.158,0.432,0.000
1.370,0.518,0.000
1.377,0.526,0.000
1.461,0.565,0.000
1.142,0.447,0.000
1.379,0.546,0.000
1.120,0.449,0.000
1.172,0.475,0.000
1.090,0.446,0.000
1.133,0.469,0.000
1.377,0.577,0.000
1.012,0.429,0.000
1.101,0.471,0.000
1.108,0.479,0.000
1.052,0.460,0.000
1.157,0.511,0.000
1.120,0.500,0.000
1.118,0.505,0.000
0.982,0.448,0.000
1.078,0.497,0.000
0.979,0.456,0.000
1.231,0.579,0.000
0.984,0.468,0.000
1.070,0.514,0.000
0.989,0.480,0.000
0.978,0.479,0.000
0.976,0.483,0.000
0.966,0.482,0.000
1.189,0.600,0.000
1.195,0.609,0.000
1.176,0.605,0.000
0.958,0.498,0.000
0.965,0.506,0.000
0.980,0.519,0.000
0.935,0.500,0.000
1.002,0.541,0.000
0.957,0.521,0.000
0.946,0.520,0.000
1.165,0.646,0.000
1.187,0.665,0.000
0.940,0.531,0.000
0.955,0.545,0.000
0.961,0.553,0.000
0.942,0.547,0.000
0.931,0.546,0.000
1.105,0.654,0.000
1.136,0.678,0.000
1.382,0.832,0.000
0.931,0.566,0.000
0.937,0.574,0.000
0.943,0.583,0.000
0.933,0.582,0.000
0.947,0.596,0.000
1.157,0.734,0.000
1.114,0.713,0.000
1.119,0.723,0.000
0.995,0.648,0.000
0.794,0.521,0.000
0.916,0.607,0.000
0.906,0.605,0.000
0.912,0.614,0.000
0.777,0.528,0.000
0.890,0.610,0.000
1.056,0.730,0.000
0.771,0.537,0.000
1.003,0.705,0.000
1.110,0.787,0.000
0.822,0.587,0.000
0.844,0.608,0.000
0.776,0.564,0.000
0.774,0.567,0.000
0.780,0.576,0.000
0.952,0.709,0.000
0.926,0.695,0.000
0.955,0.723,0.000
0.913,0.697,0.000
0.713,0.548,0.000
0.766,0.594,0.000
0.732,0.573,0.000
0.769,0.607,0.000
0.759,0.603,0.000
0.749,0.600,0.000
0.723,0.584,0.000
0.829,0.675,0.000
0.750,0.615,0.000
0.724,0.599,0.000
0.745,0.621,0.000
0.727,0.611,0.000
0.740,0.627,0.000
0.707,0.604,0.000
0.720,0.620,0.000
0.710,0.616,0.000
0.730,0.638,0.000
0.697,0.615,0.000
0.717,0.637,0.000
0.906,0.812,0.000
0.896,0.809,0.000
0.717,0.653,0.000
0.700,0.642,0.000
0.690,0.638,0.000
0.876,0.816,0.000
0.700,0.657,0.000
0.697,0.660,0.000
0.687,0.655,0.000
0.670,0.644,0.000
0.860,0.833,0.000
0.694,0.678,0.000
0.662,0.652,0.000
0.660,0.655,0.000
0.888,0.888,0.000
0.857,0.864,0.000
0.847,0.860,0.000
0.850,0.870,0.000
0.840,0.867,0.000
0.651,0.677,0.000
0.793,0.831,0.000
0.680,0.719,0.000
0.671,0.714,0.000
0.654,0.702,0.000
0.651,0.705,0.000
0.662,0.722,0.000
0.632,0.695,0.000
0.650,0.720,0.000
0.620,0.692,0.000
0.624,0.702,0.000
0.635,0.720,0.000
0.619,0.707,0.000
0.622,0.717,0.000
0.593,0.689,0.000
0.610,0.714,0.000
0.627,0.740,0.000
0.733,0.872,0.000
0.980,1.175,0.000
0.769,0.930,0.000
0.615,0.750,0.000
0.606,0.744,0.000
0.597,0.739,0.000
0.755,0.942,0.000
0.591,0.743,0.000
0.588,0.746,0.000
0.591,0.756,0.000
0.728,0.938,0.000
0.724,0.941,0.000
0.601,0.787,0.000
0.579,0.765,0.000
0.570,0.759,0.000
0.561,0.754,0.000
0.552,0.748,0.000
0.567,0.774,0.000
0.552,0.760,0.000
0.549,0.762,0.000
0.685,0.958,0.000
0.692,0.977,0.000
0.700,0.995,0.000
0.679,0.974,0.000
0.697,1.009,0.000
0.693,1.012,0.000
0.528,0.777,0.000
0.525,0.779,0.000
0.665,0.995,0.000
0.677,1.022,0.000
0.521,0.794,0.000
0.507,0.779,0.000
0.521,0.806,0.000
0.485,0.757,0.000
0.476,0.751,0.000
0.516,0.821,0.000
0.476,0.763,0.000
0.489,0.791,0.000
0.480,0.784,0.000
0.483,0.794,0.000
0.628,1.042,0.000
0.613,1.028,0.000
0.489,0.826,0.000
0.615,1.050,0.000
0.669,1.152,0.000
0.602,1.046,0.000
0.574,1.006,0.000
0.589,1.042,0.000
0.469,0.837,0.000
0.426,0.768,0.000
0.472,0.859,0.000
0.454,0.834,0.000
0.451,0.836,0.000
0.457,0.855,0.000
0.444,0.839,0.000
0.436,0.832,0.000
