X,Y,Z
# Scan parameters: Height: 20cm, Layer height: 0.50cm
# Data points below:
2.366,0.000,0.000
2.333,0.009,0.000
2.543,0.020,0.000
2.543,0.030,0.000
2.333,0.037,0.000
2.332,0.046,0.000
2.291,0.054,0.000
2.324,0.064,0.000
2.340,0.074,0.000
2.331,0.082,0.000
2.315,0.091,0.000
2.331,0.101,0.000
2.492,0.118,0.000
2.524,0.129,0.000
2.296,0.126,0.000
2.321,0.137,0.000
2.295,0.144,0.000
2.336,0.156,0.000
2.552,0.181,0.000
2.544,0.190,0.000
2.527,0.199,0.000
2.317,0.191,0.000
2.324,0.201,0.000
2.315,0.210,0.000
2.290,0.216,0.000
2.313,0.228,0.000
2.321,0.238,0.000
2.320,0.247,0.000
2.528,0.279,0.000
2.318,0.265,0.000
2.284,0.270,0.000
2.316,0.283,0.000
2.298,0.290,0.000
2.321,0.303,0.000
2.497,0.335,0.000
2.519,0.348,0.000
2.326,0.331,0.000
2.500,0.366,0.000
2.483,0.373,0.000
2.281,0.352,0.000
2.401,0.380,0.000
2.611,0.424,0.000
2.414,0.402,0.000
2.396,0.408,0.000
2.394,0.418,0.000
2.581,0.461,0.000
2.399,0.438,0.000
2.593,0.484,0.000
2.591,0.494,0.000
2.354,0.459,0.000
2.376,0.473,0.000
2.398,0.487,0.000
2.697,0.558,0.000
2.550,0.539,0.000
2.384,0.513,0.000
2.374,0.521,0.000
2.364,0.528,0.000
2.370,0.540,0.000
2.675,0.620,0.000
2.366,0.558,0.000
2.678,0.643,0.000
2.470,0.603,0.000
2.468,0.613,0.000
2.512,0.634,0.000
2.660,0.683,0.000
2.437,0.636,0.000
2.466,0.654,0.000
2.644,0.712,0.000
2.460,0.673,0.000
2.473,0.687,0.000
2.470,0.697,0.000
2.452,0.702,0.000
2.667,0.775,0.000
2.612,0.770,0.000
2.459,0.735,0.000
2.433,0.738,0.000
2.446,0.752,0.000
2.585,0.806,0.000
2.440,0.772,0.000
2.437,0.781,0.000
2.441,0.793,0.000
2.681,0.883,0.000
2.405,0.802,0.000
2.424,0.819,0.000
2.591,0.887,0.000
2.418,0.838,0.000
2.399,0.843,0.000
2.388,0.849,0.000
2.385,0.859,0.000
2.397,0.874,0.000
2.401,0.886,0.000
2.382,0.890,0.000
2.379,0.899,0.000
2.383,0.911,0.000
2.401,0.929,0.000
2.390,0.936,0.000
2.364,0.936,0.000
2.449,0.981,0.000
2.630,1.065,0.000
2.626,1.076,0.000
2.357,0.976,0.000
2.447,1.025,0.000
2.385,1.010,0.000
2.446,1.047,0.000
2.619,1.133,0.000
2.431,1.063,0.000
2.455,1.085,0.000
2.422,1.082,0.000
2.418,1.092,0.000
2.421,1.105,0.000
2.584,1.191,0.000
2.398,1.117,0.000
2.582,1.215,0.000
2.584,1.228,0.000
2.399,1.152,0.000
2.408,1.168,0.000
2.383,1.167,0.000
2.399,1.187,0.000
2.373,1.186,0.000
2.628,1.326,0.000
2.371,1.208,0.000
2.456,1.263,0.000
2.362,1.227,0.000
2.350,1.232,0.000
2.345,1.242,0.000
2.354,1.258,0.000
2.335,1.260,0.000
2.378,1.295,0.000
2.566,1.411,0.000
2.593,1.439,0.000
2.403,1.346,0.000
2.404,1.359,0.000
2.570,1.466,0.000
2.400,1.382,0.000
2.388,1.387,0.000
2.389,1.400,0.000
2.546,1.506,0.000
2.365,1.411,0.000
2.541,1.530,0.000
2.484,1.509,0.000
2.361,1.447,0.000
2.349,1.452,0.000
2.337,1.457,0.000
2.351,1.479,0.000
2.312,1.467,0.000
2.339,1.497,0.000
2.516,1.625,0.000
2.466,1.606,0.000
2.295,1.508,0.000
2.466,1.634,0.000
2.447,1.635,0.000
2.297,1.548,0.000
2.453,1.667,0.000
2.278,1.561,0.000
2.266,1.566,0.000
2.272,1.584,0.000
2.285,1.606,0.000
2.260,1.601,0.000
2.328,1.663,0.000
2.339,1.686,0.000
2.247,1.632,0.000
2.314,1.695,0.000
2.457,1.815,0.000
2.307,1.718,0.000
2.407,1.807,0.000
2.293,1.736,0.000
2.280,1.740,0.000
2.291,1.763,0.000
2.308,1.790,0.000
2.265,1.772,0.000
2.270,1.790,0.000
2.251,1.789,0.000
2.239,1.793,0.000
2.231,1.802,0.000
2.368,1.928,0.000
2.241,1.839,0.000
2.210,1.828,0.000
2.197,1.832,0.000
2.332,1.960,0.000
2.194,1.859,0.000
2.272,1.940,0.000
2.185,1.881,0.000
2.257,1.958,0.000
2.260,1.977,0.000
2.362,2.082,0.000
2.217,1.970,0.000
2.209,1.979,0.000
2.201,1.987,0.000
2.149,1.956,0.000
2.336,2.143,0.000
2.323,2.147,0.000
2.309,2.151,0.000
2.156,2.025,0.000
2.292,2.169,0.000
2.151,2.052,0.000
2.132,2.050,0.000
2.108,2.043,0.000
2.237,2.185,0.000
2.113,2.080,0.000
2.250,2.233,0.000
2.231,2.231,0.000
2.099,2.116,0.000
2.117,2.150,0.000
2.072,2.122,0.000
2.053,2.119,0.000
2.050,2.132,0.000
2.067,2.167,0.000
2.039,2.154,0.000
2.030,2.162,0.000
2.156,2.314,0.000
2.013,2.178,0.000
2.044,2.229,0.000
2.001,2.199,0.000
1.992,2.207,0.000
2.110,2.356,0.000
2.043,2.299,0.000
2.158,2.447,0.000
2.153,2.461,0.000
2.059,2.373,0.000
2.054,2.386,0.000
2.012,2.356,0.000
1.984,2.341,0.000
2.090,2.487,0.000
1.970,2.362,0.000
1.956,2.365,0.000
1.947,2.372,0.000
1.947,2.391,0.000
1.933,2.393,0.000
1.932,2.412,0.000
1.941,2.442,0.000
2.020,2.562,0.000
1.895,2.423,0.000
2.056,2.650,0.000
1.990,2.586,0.000
1.928,2.526,0.000
1.918,2.533,0.000
2.014,2.682,0.000
1.999,2.684,0.000
1.896,2.567,0.000
1.865,2.546,0.000
1.868,2.571,0.000
1.874,2.601,0.000
1.958,2.740,0.000
1.943,2.742,0.000
1.937,2.755,0.000
1.821,2.613,0.000
1.811,2.620,0.000
1.900,2.772,0.000
1.786,2.628,0.000
1.784,2.647,0.000
1.773,2.654,0.000
1.759,2.655,0.000
1.841,2.803,0.000
1.830,2.811,0.000
1.827,2.829,0.000
1.812,2.831,0.000
1.808,2.850,0.000
1.692,2.689,0.000
1.693,2.714,0.000
1.675,2.709,0.000
1.660,2.709,0.000
1.646,2.709,0.000
1.643,2.728,0.000
1.635,2.741,0.000
1.617,2.735,0.000
1.607,2.741,0.000
1.688,2.906,0.000
1.677,2.913,0.000
1.644,2.883,0.000
1.567,2.772,0.000
1.560,2.785,0.000
1.535,2.766,0.000
1.609,2.927,0.000
1.478,2.714,0.000
1.556,2.884,0.000
1.528,2.859,0.000
1.513,2.858,0.000
1.509,2.877,0.000
