X,Y,Z
# Scan parameters: Height: 20cm, Layer height: 0.50cm
# Data points below:
6.403,0.000,0.000
6.196,0.024,0.000
6.133,0.048,0.000
6.111,0.072,0.000
6.132,0.096,0.000
6.236,0.122,0.000
6.286,0.148,0.000
6.125,0.168,0.000
6.130,0.193,0.000
6.134,0.217,0.000
6.247,0.245,0.000
6.127,0.265,0.000
6.052,0.285,0.000
6.045,0.309,0.000
6.044,0.333,0.000
6.154,0.363,0.000
6.178,0.389,0.000
6.045,0.404,0.000
6.044,0.428,0.000
6.042,0.452,0.000
6.104,0.480,0.000
6.049,0.500,0.000
6.031,0.522,0.000
6.023,0.546,0.000
6.158,0.582,0.000
6.140,0.605,0.000
6.048,0.620,0.000
6.051,0.644,0.000
6.085,0.672,0.000
5.950,0.681,0.000
6.001,0.710,0.000
5.939,0.727,0.000
6.069,0.767,0.000
5.944,0.775,0.000
6.063,0.814,0.000
6.065,0.839,0.000
5.929,0.844,0.000
5.920,0.866,0.000
5.911,0.889,0.000
5.913,0.913,0.000
6.042,0.957,0.000
5.900,0.958,0.000
5.913,0.984,0.000
5.871,1.001,0.000
5.894,1.029,0.000
5.868,1.048,0.000
6.023,1.100,0.000
5.833,1.089,0.000
5.877,1.121,0.000
5.797,1.129,0.000
5.809,1.155,0.000
5.793,1.176,0.000
5.912,1.224,0.000
5.784,1.222,0.000
5.918,1.274,0.000
5.774,1.267,0.000
5.769,1.290,0.000
5.737,1.306,0.000
5.770,1.337,0.000
5.781,1.364,0.000
5.775,1.386,0.000
5.754,1.405,0.000
5.759,1.430,0.000
5.879,1.485,0.000
5.753,1.477,0.000
5.878,1.534,0.000
5.746,1.524,0.000
5.703,1.536,0.000
5.734,1.569,0.000
5.723,1.590,0.000
5.852,1.650,0.000
5.689,1.629,0.000
5.709,1.659,0.000
5.686,1.676,0.000
5.632,1.684,0.000
5.694,1.727,0.000
5.671,1.745,0.000
5.665,1.767,0.000
5.877,1.859,0.000
5.661,1.815,0.000
5.752,1.869,0.000
5.567,1.833,0.000
5.686,1.897,0.000
5.553,1.877,0.000
5.671,1.942,0.000
5.663,1.964,0.000
5.525,1.940,0.000
5.517,1.962,0.000
5.510,1.984,0.000
5.657,2.062,0.000
5.499,2.029,0.000
5.620,2.099,0.000
5.478,2.070,0.000
5.480,2.095,0.000
5.440,2.105,0.000
5.458,2.136,0.000
5.583,2.211,0.000
5.373,2.152,0.000
5.359,2.171,0.000
5.361,2.196,0.000
5.337,2.211,0.000
5.339,2.236,0.000
5.319,2.252,0.000
5.440,2.329,0.000
5.301,2.294,0.000
5.292,2.315,0.000
5.278,2.333,0.000
5.274,2.356,0.000
5.265,2.377,0.000
5.255,2.398,0.000
5.246,2.418,0.000
5.384,2.508,0.000
5.309,2.498,0.000
5.217,2.480,0.000
5.155,2.476,0.000
5.130,2.488,0.000
5.110,2.503,0.000
5.233,2.589,0.000
5.079,2.538,0.000
5.208,2.628,0.000
5.213,2.656,0.000
5.197,2.674,0.000
5.126,2.663,0.000
5.191,2.722,0.000
5.003,2.649,0.000
5.135,2.744,0.000
5.018,2.707,0.000
4.935,2.688,0.000
4.930,2.710,0.000
4.914,2.726,0.000
5.129,2.872,0.000
4.887,2.762,0.000
4.983,2.842,0.000
4.860,2.797,0.000
4.849,2.816,0.000
4.833,2.832,0.000
4.852,2.870,0.000
4.941,2.948,0.000
4.814,2.898,0.000
4.798,2.914,0.000
4.761,2.917,0.000
4.765,2.946,0.000
4.945,3.084,0.000
4.751,2.989,0.000
4.730,3.001,0.000
4.703,3.010,0.000
4.620,2.983,0.000
4.748,3.092,0.000
4.672,3.069,0.000
4.605,3.051,0.000
4.726,3.158,0.000
4.606,3.104,0.000
4.568,3.105,0.000
4.561,3.126,0.000
4.554,3.147,0.000
4.527,3.155,0.000
4.641,3.262,0.000
4.516,3.201,0.000
4.625,3.305,0.000
4.491,3.236,0.000
4.556,3.310,0.000
4.412,3.232,0.000
4.394,3.245,0.000
4.483,3.339,0.000
4.475,3.360,0.000
4.321,3.271,0.000
4.443,3.391,0.000
4.325,3.327,0.000
4.282,3.322,0.000
4.427,3.462,0.000
4.256,3.355,0.000
4.527,3.598,0.000
4.254,3.408,0.000
4.264,3.444,0.000
4.222,3.437,0.000
4.204,3.450,0.000
4.275,3.536,0.000
4.181,3.487,0.000
4.101,3.447,0.000
4.265,3.613,0.000
4.088,3.491,0.000
4.126,3.552,0.000
4.046,3.511,0.000
4.037,3.531,0.000
4.023,3.547,0.000
4.005,3.558,0.000
3.986,3.570,0.000
4.118,3.718,0.000
3.967,3.610,0.000
3.943,3.617,0.000
3.925,3.628,0.000
4.028,3.753,0.000
4.004,3.760,0.000
4.016,3.801,0.000
3.894,3.715,0.000
3.853,3.704,0.000
3.829,3.711,0.000
3.850,3.761,0.000
3.764,3.705,0.000
3.740,3.711,0.000
3.725,3.725,0.000
3.715,3.744,0.000
3.691,3.750,0.000
3.800,3.890,0.000
3.662,3.779,0.000
3.765,3.916,0.000
3.632,3.807,0.000
3.599,3.803,0.000
3.606,3.840,0.000
3.596,3.859,0.000
3.696,3.998,0.000
3.491,3.806,0.000
3.485,3.830,0.000
3.564,3.948,0.000
3.446,3.847,0.000
3.470,3.904,0.000
3.416,3.874,0.000
3.405,3.892,0.000
3.385,3.901,0.000
3.370,3.914,0.000
3.467,4.059,0.000
3.343,3.945,0.000
3.332,3.964,0.000
3.316,3.977,0.000
3.284,3.969,0.000
3.285,4.003,0.000
3.281,4.031,0.000
3.245,4.018,0.000
3.180,3.969,0.000
3.274,4.119,0.000
3.144,3.989,0.000
3.237,4.140,0.000
3.213,4.143,0.000
3.097,4.025,0.000
3.077,4.032,0.000
3.049,4.028,0.000
3.148,4.193,0.000
3.037,4.079,0.000
3.029,4.101,0.000
3.005,4.103,0.000
2.966,4.082,0.000
3.057,4.243,0.000
2.953,4.132,0.000
2.937,4.144,0.000
3.003,4.273,0.000
2.990,4.291,0.000
2.884,4.173,0.000
2.912,4.249,0.000
2.802,4.123,0.000
2.782,4.128,0.000
2.762,4.133,0.000
2.849,4.300,0.000
2.740,4.172,0.000
2.811,4.317,0.000
2.700,4.182,0.000
2.687,4.198,0.000
2.760,4.350,0.000
2.662,4.231,0.000
2.726,4.371,0.000
2.625,4.246,0.000
2.604,4.250,0.000
2.674,4.403,0.000
2.575,4.276,0.000
2.554,4.280,0.000
2.619,4.429,0.000
2.524,4.306,0.000
2.452,4.221,0.000
2.442,4.243,0.000
2.439,4.276,0.000
2.402,4.250,0.000
2.501,4.466,0.000
2.375,4.281,0.000
2.437,4.433,0.000
2.429,4.460,0.000
2.318,4.296,0.000
2.304,4.311,0.000
2.284,4.314,0.000
2.331,4.444,0.000
